outer_group,inner_validation_group,task,model,config,train_n,validation_n,status,n,mse,rmse,mae,r2,mean_y,mean_pred,residual_mean,sd_ratio,pearson,spearman,calibration_intercept,calibration_slope,sse,sse_between_process_mean,sse_within_process
P1,P3,E_log,S01,"{""lambda"":0.001}",3673,509,ok,509,4.701293390746354,2.1682466166804812,1.5475460955083793,-0.19706797008910248,2.139311737452243,1.2596777725455857,0.8796339649066572,0.25653310434626647,0.12816874172068873,0.1607423673511698,1.5099531387165346,0.49961872190844986,2392.9583358898944,393.8417593186598,1999.1165765712342
P1,P4,E_log,S01,"{""lambda"":0.001}",3604,576,ok,576,5.396624596730671,2.323063623048381,2.0283656907719836,-0.12396829261636388,2.2801567263537543,3.1438332943532754,-0.8636765679995209,0.42004084649663487,0.24738570321406134,0.24987578775864322,0.4285762984069814,0.5889563009821313,3108.455767716867,429.6598353281843,2678.7959323886826
P1,P5,E_log,S01,"{""lambda"":0.001}",3687,494,ok,494,14.752580637708729,3.840908829653306,3.2179562894634812,-2.087069830560946,2.866812264339182,-0.34828053203872544,3.215092796377907,0.2003911671145295,0.2897618308880404,0.2951340084648823,3.370419314886096,1.4459810532588637,7287.774835028112,5106.389914524628,2181.384920503483
P1,P2,E_log,S01,"{""lambda"":0.1}",1579,2603,ok,2603,6.040644081121901,2.4577721784416675,1.9780489560047558,-0.14967411878156445,3.1054919247043675,2.06233434763981,1.0431575770645576,0.22680688646716135,0.24001168511454546,0.2396850538467846,0.9230875464391386,1.0582204484752098,15723.796543160308,2832.5266327184777,12891.269910441832
P1,P3,E_log,S01,"{""lambda"":0.1}",3673,509,ok,509,4.306642702638647,2.0752452150622216,1.5505586547260566,-0.09657994289274807,2.139311737452243,1.4947227091943434,0.6445890282578999,0.21865093964968912,0.13039918713680784,0.16318497944506305,1.2478880528060898,0.5963806391398383,2192.0811356430713,211.486962813386,1980.5941728296855
P1,P4,E_log,S01,"{""lambda"":0.1}",3604,576,ok,576,5.025319566286009,2.241722455230801,1.9722786049519259,-0.04663567967871751,2.2801567263537543,2.982666157268165,-0.7025094309144104,0.35167907465344134,0.25567204075412825,0.25622472051560763,0.11174695085458053,0.7270038486255627,2894.584070180741,284.26723230164475,2610.316837879096
P1,P5,E_log,S01,"{""lambda"":0.1}",3687,494,ok,494,4.8926518971444,2.2119339721484454,1.8424217651062462,-0.0238180311656373,2.866812264339182,2.11646695598324,0.7503453083559417,0.19934235938547434,0.33543899768596075,0.3355082050241055,-0.6946262404476071,1.6827281402710412,2416.9700371893337,278.13093239525597,2138.8391047940777
P1,P2,E_log,S02,"{""lambda"":0}",1579,2603,ok,2603,46123.5024929786,214.76382957327476,214.75090525286421,-8777.368063341684,3.1054919247043675,217.85639717756854,-214.75090525286421,0.5712525770472542,0.23615697224533602,0.24051541986122224,-86.95678386871609,0.4134020251882402,120059476.9892233,120045027.25192489,14449.737298431759
P1,P3,E_log,S02,"{""lambda"":0}",3673,509,ok,509,4.79832008652093,2.1905068104255987,1.554179426715863,-0.22177341603807066,2.139311737452243,1.2206963230781958,0.918615414374047,0.26230084311576346,0.11798459386902613,0.1477387909772559,1.5902347379085118,0.44980638440782655,2442.3449240391537,429.5218282785315,2012.823095760622
P1,P4,E_log,S02,"{""lambda"":0}",3604,576,ok,576,5.537667337038826,2.3532248802523794,2.0530258663259184,-0.15334361142325803,2.2801567263537543,3.203464198673959,-0.9233074723202045,0.43305992692640627,0.24447987459096882,0.24932163525497453,0.4716713947576934,0.564540515965393,3189.696386134364,491.0380925427793,2698.658293591585
P1,P5,E_log,S02,"{""lambda"":0}",3687,494,ok,494,26.557574080933154,5.15340412552064,4.703920665077507,-4.557338592583314,2.866812264339182,-1.8371084007383247,4.703920665077507,0.20036914908583167,0.28196745401423456,0.2878211056201246,5.452064439475441,1.4072398635253418,13119.441595980978,10930.673593931548,2188.768002049431
P1,P2,E_log,S02,"{""lambda"":0.001}",1579,2603,ok,2603,5.424227733502072,2.328997151887926,1.9107893904230857,-0.032355847462265386,3.1054919247043675,2.7766812923813307,0.32881063232303703,0.4795978365997102,0.22751905392584743,0.24657857917306417,1.788246823735575,0.4743954967331162,14119.264790305893,281.42707231034217,13837.83771799555
P1,P3,E_log,S02,"{""lambda"":0.001}",3673,509,ok,509,4.780001254521074,2.1863213978098175,1.5527984340739922,-0.21710897899620574,2.139311737452243,1.2283621720574625,0.9109495653947806,0.2609092149011914,0.11931368170200221,0.15046213750598966,1.577582197669036,0.4572996080157126,2433.0206385512265,422.3830173427063,2010.6376212085206
P1,P4,E_log,S02,"{""lambda"":0.001}",3604,576,ok,576,5.5063031275222105,2.3465513264197333,2.0473256317046116,-0.14681131028061256,2.2801567263537543,3.1888585756906798,-0.9087018493369254,0.4311897961928648,0.24477856068472134,0.2494566898917298,0.4699000382860239,0.5676817096461056,3171.630601452793,475.6256933692886,2696.0049080835047
P1,P5,E_log,S02,"{""lambda"":0.001}",3687,494,ok,494,13.463401211732515,3.6692507698074435,3.015640208339837,-1.8173009670755698,2.866812264339182,-0.13655734079220172,3.0033696051313834,0.19658557222320708,0.2769386608881044,0.28430514085678066,3.0591865401608764,1.4087435703250017,6650.9201985958625,4455.993118603359,2194.9270799925034
P1,P2,E_log,S02,"{""lambda"":0.1}",1579,2603,ok,2603,5.661872566013133,2.379468967230532,1.9333891636534193,-0.07758514912795866,3.1054919247043675,2.2984380445205788,0.8070538801837888,0.3259984822920882,0.2341332106355574,0.24052026060989481,1.4547459610211626,0.7182033762530793,14737.854289332186,1695.4275182478034,13042.426771084385
P1,P3,E_log,S02,"{""lambda"":0.1}",3673,509,ok,509,4.250771977507027,2.061740036354493,1.549922404965601,-0.08235384595262563,2.139311737452243,1.5252177274429553,0.6140940100092878,0.2112934084955249,0.1379909438998391,0.17285154309994946,1.1432265525844032,0.6530773718043442,2163.6429365510767,191.9497296428072,1971.6932069082695
P1,P4,E_log,S02,"{""lambda"":0.1}",3604,576,ok,576,4.967116181705118,2.228702802462706,1.962624132680062,-0.0345135174605955,2.2801567263537543,2.95931814935995,-0.6791614230061952,0.34453979540073193,0.26159816829909954,0.25986957695677215,0.03324006354436104,0.7592683683893072,2861.058920662148,265.6858973758848,2595.3730232862636
P1,P5,E_log,S02,"{""lambda"":0.1}",3687,494,ok,494,4.842176473192951,2.2004945974014456,1.8390031179481177,-0.01325573279276826,2.866812264339182,2.1509839496349437,0.7158283147042382,0.2033562923542672,0.3327241160401736,0.3328882362846593,-0.6525488774940591,1.6361633672024996,2392.035177757318,253.13062700936115,2138.904550747957
P1,P2,E_log,S03,"{""control_lambda"":0.001,""difference_penalty"":0.01,""n_knots"":3}",1579,2603,ok,2603,5.1754282227136725,2.2749567518336855,1.8902675960492075,0.014996447173476923,3.1054919247043675,2.6764131117190897,0.42907881298527795,0.3791564026501738,0.25556228063611786,0.2462810258120759,1.3015127910949091,0.6740286563798601,13471.63966372369,479.2347580406819,12992.40490568301
P1,P3,E_log,S03,"{""control_lambda"":0.001,""difference_penalty"":0.01,""n_knots"":3}",3673,509,ok,509,4.518943931689776,2.1257807816634755,1.5239353415792858,-0.1506371948413041,2.139311737452243,1.3319620192925943,0.807349718159649,0.2823034436673752,0.1683051151524221,0.20357597075263326,1.3452157883435643,0.5961851296108455,2300.142461230096,331.7731058129445,1968.3693554171518
P1,P4,E_log,S03,"{""control_lambda"":0.001,""difference_penalty"":0.01,""n_knots"":3}",3604,576,ok,576,5.114625055470892,2.2615536817574973,1.9818625763566504,-0.06523555380396462,2.2801567263537543,3.094384540998011,-0.8142278146442565,0.39415427244993123,0.28948029794769425,0.2855890264899804,0.0075355181017719985,0.73443399750149,2946.024031951234,381.86895406484837,2564.1550778863857
P1,P5,E_log,S03,"{""control_lambda"":0.001,""difference_penalty"":0.01,""n_knots"":3}",3687,494,ok,494,12.058423001409754,3.472524010199174,2.8154310698884086,-1.523300483214697,2.866812264339182,0.08648460928631428,2.7803276550528677,0.242340974942009,0.3157245124469679,0.31857688881593627,2.7541391552720005,1.302811101269684,5956.860962696418,3818.7296035091786,2138.1313591872404
P1,P2,E_log,S03,"{""control_lambda"":0.1,""difference_penalty"":0.01,""n_knots"":3}",1579,2603,ok,2603,5.90080837954807,2.429157956895366,1.9513924780558887,-0.1230601543065648,3.1054919247043675,2.1593052796002024,0.9461866451041652,0.3735177578887853,0.25011630925717354,0.24008036560119655,1.659570129323653,0.6696236095196453,15359.804211963627,2330.3856426731563,13029.41856929047
P1,P3,E_log,S03,"{""control_lambda"":0.1,""difference_penalty"":0.01,""n_knots"":3}",3673,509,ok,509,4.138937577325755,2.034437902056918,1.528802611717448,-0.05387798467695348,2.139311737452243,1.5695387404616852,0.569772996990558,0.22274417324518356,0.17598405053424318,0.2177378548087401,0.8992623076841215,0.7900725211811954,2106.719226858809,165.2424054626976,1941.4768213961115
P1,P4,E_log,S03,"{""control_lambda"":0.1,""difference_penalty"":0.01,""n_knots"":3}",3604,576,ok,576,4.707932149269446,2.1697769814590266,1.9182558883089784,0.019467379151451247,2.2801567263537543,2.9157788100292894,-0.635622083675535,0.32835351526156,0.3219528486547688,0.3035250122761441,-0.5787841721115994,0.9805067821439567,2711.768917979201,232.71288955547257,2479.056028423728
P1,P5,E_log,S03,"{""control_lambda"":0.1,""difference_penalty"":0.01,""n_knots"":3}",3687,494,ok,494,4.710707812281568,2.1704165066368177,1.8091882541019453,0.014254907327129529,2.866812264339182,2.179713190532611,0.6870990738065712,0.2694836657792334,0.3444871280892093,0.3348526006152762,0.08043508302279934,1.2783228515654088,2327.0896592670947,233.2199377895689,2093.8697214775257
P1,P2,E_log,S03,"{""control_lambda"":0.001,""difference_penalty"":1,""n_knots"":3}",1579,2603,ok,2603,7.915197060137827,2.8133960013012436,2.1806228989196916,-0.5064448563581492,3.1054919247043675,1.4034719744954858,1.7020199502088817,0.21689280573891695,0.2119463582476236,0.20494038282084978,1.734027468409833,0.9771940453513814,20603.257947538765,7540.557584096242,13062.700363442524
P1,P3,E_log,S03,"{""control_lambda"":0.001,""difference_penalty"":1,""n_knots"":3}",3673,509,ok,509,4.7291883352116,2.1746697071536176,1.5352391075754184,-0.20417072709050266,2.139311737452243,1.213284568484864,0.926027168967379,0.2764388806620776,0.1638618527433054,0.19706159679964935,1.420125431891193,0.5927597896173374,2407.1568626227045,436.480895691861,1970.675966930843
P1,P4,E_log,S03,"{""control_lambda"":0.001,""difference_penalty"":1,""n_knots"":3}",3604,576,ok,576,5.331148939565861,2.308928093199496,2.017134883084171,-0.11033151628101368,2.2801567263537543,3.1694978084196563,-0.8893410820659015,0.414894219483715,0.2730022700713472,0.2747671032078135,0.19461285504732606,0.6580045159729269,3070.7417891899363,455.5742747040855,2615.1675144858505
