Incident Reference,Restoration Stage,Number of Customers Restored,source_order
FREP-157149-J,1,0,132384
FREP-157154-J,1,0,177
FREP-157297-Z,1,0,81476
FREP-15732-O,1,0,47063
FREP-15746-O,1,0,51066
FREP-157466-Z,1,0,47081
FREP-15747-O,1,0,126116
FREP-15748-O,1,0,87713
FREP-15775-W,1,20,47084
FREP-157880-G,1,0,47086
FREP-15793-O,1,3,87728
FREP-15801-W,1,13,122855
FREP-15804-W,3,246,132386
FREP-15816-O,1,0,51070
FREP-15819-O,1,1,132390
FREP-15824-W,1,1,81456
FREP-15828-O,1,0,26918
FREP-15844-O,1,0,31117
FREP-15855-W,1,1,31118
FREP-15873-W,1,2,132377
FREP-158897-J,1,0,184
FREP-15903-O,1,0,51049
FREP-15912-O,1,0,31102
FREP-15917-O,1,0,87729
FREP-159335-J,1,0,147
FREP-15937-O,1,7,81480
FREP-15940-O,1,1,132392
FREP-159496-G,1,1,51048
FREP-159702-J,1,0,47064
FREP-15978-W,1,13,149
FREP-15979-O,1,0,51072
FREP-15979-W,1,3,81465
FREP-159912-J,1,0,188
FREP-159985-J,1,0,26936
FREP-160034-J,1,0,87730
FREP-16005-O,1,0,26931
FREP-16016-O,1,0,81482
FREP-16017-W,1,1,126123
FREP-16019-W,1,1,31120
FREP-16021-O,1,0,87731
FREP-16021-W,1,13,31113
FREP-16023-O,1,0,31121
FREP-16025-O,1,0,51059
FREP-16031-W,1,495,31122
FREP-16032-O,1,0,51076
FREP-16032-W,1,366,142
FREP-16036-W,1,19,122862
FREP-16039-W,1,1,122843
FREP-16043-W,1,53,47072
FREP-16044-W,1,121,51077
FREP-16045-W,4,292,51069
FREP-16054-O,1,0,122844
FREP-16058-O,1,0,31124
FREP-160673-J,1,0,26941
FREP-160837-G,1,0,192
FREP-16086-O,1,0,47070
FREP-16088-O,1,0,47073
FREP-16088-W,1,48,81466
FREP-16090-O,1,0,26905
FREP-16091-W,1,2,81474
FREP-16094-O,1,6,26944
FREP-16109-O,1,45,132394
FREP-16110-O,1,6,126120
FREP-16112-O,1,0,126092
FREP-16116-O,1,0,31127
FREP-16116-W,1,12,81484
FREP-161161-Z,1,0,81468
FREP-16118-W,1,6,26945
FREP-16121-O,1,0,87735
FREP-16125-W,2,157,47087
FREP-16130-W,2,42,47066
FREP-16132-W,1,15,51058
FREP-16135-O,1,0,31128
FREP-16136-W,1,1,31104
FREP-161360-J,1,0,47080
FREP-161408-G,1,0,31105
FREP-16141-W,2,1,150
FREP-16142-W,1,16,47095
FREP-16143-W,1,5,152
FREP-16148-W,1,1,132395
FREP-16149-W,1,8,26947
FREP-16152-O,1,4,26948
FREP-16154-W,1,99,51050
FREP-16155-W,1,38,26949
FREP-16157-W,1,44,31129
FREP-16158-W,1,3,51051
FREP-16160-O,1,0,47065
FREP-16162-O,1,19,87717
FREP-16163-O,1,1,51060
FREP-16169-W,1,10,47089
FREP-16175-W,1,25,126093
FREP-16177-O,1,0,87737
FREP-16177-W,1,1,154
FREP-16179-W,1,20,26952
FREP-16181-W,1,8,31106
FREP-16188-W,1,0,26954
FREP-161891-J,1,0,26955
FREP-16191-O,1,0,31130
FREP-16193-W,1,22,87718
FREP-16200-W,1,1,194
FREP-16209-O,1,0,87719
FREP-16214-W,1,4,51053
FREP-16223-W,1,22,26950
FREP-16226-O,1,19,126134
FREP-162285-J,1,0,26956
FREP-16232-O,1,0,132396
FREP-162445-Z,1,0,51054
FREP-16254-O,1,0,155
FREP-16266-O,1,1,26908
FREP-16268-O,2,63,126136
FREP-16276-O,1,0,87739
FREP-162768-J,1,0,31131
FREP-16278-O,1,0,51063
FREP-16279-O,1,0,186
FREP-16284-O,1,0,81470
FREP-16287-W,1,39,26910
FREP-16289-W,1,0,51074
FREP-16297-O,1,0,51078
FREP-162979-J,1,0,132397
FREP-16299-O,1,0,31132
FREP-163247-J,1,0,51079
FREP-16326-O,1,0,159
FREP-16348-O,1,32,132398
FREP-16351-O,1,2,126139
FREP-16361-O,2,5,81485
FREP-16363-O,1,37,26959
FREP-163631-J,1,0,81487
FREP-16365-O,1,193,26904
FREP-163821-Z,1,0,26961
FREP-16384-O,1,19,119815
FREP-16389-O,1,2,87741
FREP-16391-O,2,27,87722
FREP-16392-O,1,3,47098
FREP-16395-O,1,31,31135
FREP-16396-O,1,47,132380
FREP-16400-O,1,25,81490
FREP-16402-O,1,1,119817
FREP-16413-O,1,1,51080
FREP-16418-O,1,1,26929
FREP-16420-O,1,1,26963
FREP-16421-O,1,1,196
FREP-164240-J,1,0,26958
FREP-16432-O,1,0,26964
FREP-16443-O,1,0,126097
FREP-16450-U,1,0,161
FREP-16458-O,1,0,31136
FREP-16462-O,1,1,126121
FREP-16466-O,1,1,132381
FREP-16467-O,1,1,31137
FREP-164681-J,1,0,126137
FREP-16471-O,1,17,81493
FREP-16474-O,1,1,26962
FREP-16475-O,1,12,87742
FREP-16476-O,2,5,31107
FREP-16477-O,1,2,198
FREP-16481-O,1,0,51075
FREP-164894-Z,1,0,47101
FREP-164936-J,1,0,126114
FREP-164945-Z,1,0,26967
FREP-16501-O,1,0,122846
FREP-16507-O,1,0,47068
FREP-16524-O,1,0,31109
FREP-16557-O,1,1,51084
FREP-165583-J,1,0,87744
FREP-16570-O,1,0,51085
FREP-16573-O,1,0,132399
FREP-165811-Z,1,60,87754
FREP-165832-G,1,0,81495
FREP-16608-O,1,0,21392
FREP-16649-O,1,2,119826
FREP-16663-O,1,0,47102
FREP-16671-O,1,0,31138
FREP-166744-G,1,0,51086
FREP-166778-Z,1,40,122892
FREP-16703-O,1,1,208
FREP-16708-O,1,0,87746
FREP-16712-Z,1,0,132401
FREP-167192-Z,1,0,31146
FREP-16742-O,1,0,31147
FREP-16747-O,1,0,26983
FREP-167504-Z,1,0,31149
FREP-16760-O,1,0,47103
FREP-167618-G,1,0,31139
FREP-16799-O,1,0,115574
FREP-16812-O,1,0,51096
FREP-16819-O,1,1,51087
FREP-16821-O,1,2,31150
FREP-16825-O,1,1,115576
FREP-16826-O,1,2,87756
FREP-16827-O,2,1,229
FREP-168337-J,1,2,26990
FREP-16836-O,1,0,81507
FREP-16887-O,1,0,132408
FREP-16914-O,1,0,87757
FREP-169180-G,1,1,132409
FREP-169319-Z,1,4,126152
FREP-16936-O,1,0,115577
FREP-16959-V,1,0,26992
FREP-169943-Z,1,0,122898
FREP-169946-Z,1,0,47108
FREP-169987-Z,1,1,51097
FREP-17011-O,1,2,26993
FREP-17012-O,1,1,21395
FREP-17023-O,1,1,230
FREP-17025-O,1,20,132402
FREP-170403-J,1,0,87758
FREP-17059-O,1,1,122877
FREP-17075-O,1,1,119818
FREP-17076-O,1,16,232
FREP-17077-O,1,1,87760
FREP-171014-J,1,0,234
FREP-17127-U,1,0,122878
FREP-17152-O,1,1,87747
FREP-171947-Z,1,0,119830
FREP-17215-O,2,4,26994
FREP-17216-O,1,23,132411
FREP-17218-O,1,5,238
FREP-172527-Z,1,2,47104
FREP-172577-J,1,0,115580
FREP-17259-U,1,1,87761
FREP-17284-O,1,3,132412
FREP-173217-J,1,0,87745
FREP-173260-Z,1,0,26996
FREP-173324-Z,1,0,51100
FREP-173972-J,1,0,31151
FREP-174247-Z,1,11,241
FREP-174422-G,1,31,132403
FREP-174622-J,1,0,21397
FREP-174641-J,1,0,244
FREP-17473-U,1,9,31152
FREP-174847-G,1,1,132414
FREP-17490-U,1,1,31153
FREP-175042-J,1,0,51101
FREP-17505-U,1,26,247
FREP-175152-J,1,0,47109
FREP-17519-U,2,9,211
FREP-175264-Z,1,0,26972
FREP-175370-J,1,0,51088
FREP-17542-U,1,1,122884
FREP-175976-Z,1,1,51103
FREP-176004-Z,1,0,87748
FREP-17614-U,1,50,26973
FREP-176389-G,1,1,51089
FREP-176563-Z,1,0,87750
FREP-176584-Z,1,36,132416
FREP-17702-U,1,1,214
FREP-17704-U,1,0,87763
FREP-17728-U,1,1,26976
FREP-177541-Z,1,0,31140
FREP-17765-U,1,40,31156
FREP-17772-U,2,2,51105
FREP-177888-Z,1,0,51107
FREP-17792-U,1,1,132404
FREP-17823-U,1,1,26999
FREP-17828-U,1,5,81504
FREP-17833-U,1,10,126155
FREP-17834-U,1,56,257
FREP-178418-Z,1,0,115579
FREP-17845-U,1,9,87751
FREP-178459-Z,1,0,87755
FREP-178502-Z,1,17,47106
FREP-17851-U,1,1,132405
FREP-178532-Z,1,0,132419
FREP-17864-U,1,4,126158
FREP-17867-U,1,1,51109
FREP-178795-J,1,0,87768
FREP-17886-U,1,1,218
FREP-17895-U,1,2,51110
FREP-178988-Z,1,0,132421
FREP-17922-U,1,1,47111
FREP-17928-U,1,49,27013
FREP-17932-U,1,3,132407
FREP-17960-U,1,3,87769
FREP-17963-U,1,2,250
FREP-17965-U,2,1,21390
FREP-17979-U,3,17,262
FREP-179802-G,1,0,253
FREP-17990-U,1,1,87770
FREP-17996-U,1,1,87762
FREP-18002-U,1,3,51091
FREP-18003-U,1,21,264
FREP-18014-U,1,3,126160
FREP-180479-J,1,2,87752
FREP-18067-U,1,0,27008
FREP-180796-Z,1,23,269
FREP-180924-Z,1,0,87773
FREP-18096-U,1,1,26998
FREP-18104-U,1,23,122885
FREP-18111-U,1,1,51090
FREP-181121-J,1,0,47114
FREP-181153-Z,1,0,54888
FREP-18116-U,1,1,21391
FREP-18117-U,1,2,126144
FREP-18121-U,2,4,132400
FREP-18160-U,1,2,51104
FREP-18195-U,1,17,87765
FREP-18196-U,1,10,21399
FREP-181976-Z,1,0,115588
FREP-18229-U,1,151,47113
FREP-18239-U,1,3,122927
FREP-182425-G,1,0,270
FREP-18255-U,1,1,115571
FREP-18257-U,2,1,27018
FREP-18259-U,1,1,31160
FREP-18262-U,1,7,31162
FREP-182641-G,1,1,132415
FREP-18266-U,1,1,27020
FREP-18268-U,1,19,31155
FREP-182685-G,1,1,126147
FREP-18270-U,1,1,87776
FREP-182762-J,1,0,31165
FREP-18280-U,1,1,126163
FREP-18287-U,1,27,132422
FREP-18293-U,1,1,31143
FREP-18297-U,1,0,31166
FREP-182982-G,1,8,87753
FREP-18299-U,1,22,119825
FREP-18307-U,1,5,26981
FREP-18313-U,1,2,27022
FREP-18317-U,2,5,54890
FREP-18322-U,2,1,87777
FREP-183315-Z,1,0,132438
FREP-18348-U,1,1,87788
FREP-18351-U,1,1,31175
FREP-18353-U,1,1,21400
FREP-18364-U,1,10,51115
FREP-18401-U,1,1,87789
FREP-18404-U,1,5,51132
FREP-18405-U,1,1,27030
FREP-18414-U,1,1,87778
FREP-184173-G,1,3,132440
FREP-18420-U,1,1,54907
FREP-18424-U,1,28,54889
FREP-18425-U,1,1,51118
FREP-184279-Z,1,50,21402
FREP-18439-U,1,1,47118
FREP-18470-U,1,4,282
FREP-18498-U,1,7,132427
FREP-185037-J,1,0,31178
FREP-185417-J,1,0,54910
FREP-18556-U,1,1,126170
FREP-18557-U,1,1,87780
FREP-18600-U,1,1,47131
FREP-186105-Z,1,0,31179
FREP-18639-U,1,0,87781
FREP-186706-J,1,0,27068
FREP-18684-U,1,1,54913
FREP-18687-U,1,1,115591
FREP-18720-U,1,2,334
FREP-18724-U,1,27,87790
FREP-18726-U,1,324,276
FREP-18741-U,1,1,31170
FREP-18753-U,1,0,119846
FREP-18754-U,1,1,87784
FREP-187594-J,1,0,87791
FREP-187622-J,1,27,126186
FREP-18765-U,1,1,31168
FREP-18772-U,1,27,122963
FREP-18777-U,1,0,51136
FREP-18785-U,1,63,132442
FREP-187876-J,1,0,122964
FREP-187999-J,1,0,31180
FREP-188083-Z,1,7,126189
FREP-188113-J,1,0,126175
FREP-18818-U,1,1,87783
FREP-18830-U,1,1,31176
FREP-18834-U,1,1,51138
FREP-18842-U,1,11,126191
FREP-18864-U,1,0,51121
FREP-188654-Z,1,0,54917
FREP-18873-U,1,1,27039
FREP-188850-J,1,0,51140
FREP-18890-U,1,1,119847
FREP-18898-U,1,17,51142
FREP-18899-U,1,13,87792
FREP-18900-U,1,2,21412
FREP-18903-U,1,4,49200
FREP-18906-U,1,1,47116
FREP-18907-U,1,1,49203
FREP-18911-U,1,1,132446
FREP-18913-U,1,3,119842
FREP-18934-U,1,31,51134
FREP-189350-J,1,0,49202
FREP-18940-U,1,1,27049
FREP-18952-U,1,3,115597
FREP-189542-J,1,0,126195
FREP-189611-Z,1,0,47133
FREP-189765-G,1,0,132423
FREP-18982-U,1,1,132426
FREP-189852-Z,1,0,122968
FREP-18996-U,1,2,47129
FREP-18999-U,1,33,305
FREP-19000-U,1,1,27027
FREP-19019-U,1,20,54892
FREP-19021-U,1,17,31185
FREP-19029-U,1,1,296
FREP-19031-U,1,18,54897
FREP-190398-G,1,1,51123
FREP-19042-U,1,2,298
FREP-19056-U,1,1,21403
FREP-190571-Z,1,9,309
FREP-19063-U,1,2,132432
FREP-190660-J,1,0,54920
FREP-19067-U,1,1,126167
FREP-190856-J,1,1,132447
FREP-19107-U,1,2,21404
FREP-19109-U,1,1,47123
FREP-191195-Z,1,0,49204
FREP-19136-U,1,1,132448
FREP-19152-U,2,158,87787
FREP-19157-U,1,1,31169
FREP-19158-U,1,4,87793
FREP-19159-U,1,1,321
FREP-19163-U,1,18,27066
FREP-191636-J,1,0,54922
FREP-19166-U,3,1,323
FREP-191739-J,1,0,27070
FREP-19187-U,1,3,54923
FREP-19194-U,1,1,132425
FREP-19197-U,1,1,115598
FREP-19209-U,1,1,122971
FREP-192191-Z,1,0,47126
FREP-19232-U,1,1,132436
FREP-19235-U,1,20,27041
FREP-19236-U,1,1,132441
FREP-19237-U,1,3,132439
FREP-19238-U,1,8,47124
FREP-19252-U,1,1,47120
FREP-192687-J,1,0,27071
FREP-19281-U,5,360,47132
FREP-192814-G,1,0,122958
FREP-19284-U,1,1005,27044
FREP-19297-U,1,53,119850
FREP-19298-U,1,3,21407
FREP-193002-Z,1,1,47134
FREP-193003-Z,1,0,87794
FREP-19316-U,2,66,293
FREP-193188-Z,1,0,47127
FREP-193210-G,1,0,126198
FREP-19325-U,1,1,119845
FREP-19326-U,3,139,21401
FREP-19327-U,1,155,115595
FREP-19332-U,1,1,31186
FREP-193341-Z,1,0,122972
FREP-19337-U,1,0,31184
FREP-19339-U,1,5,87796
FREP-19342-U,2,398,31171
FREP-193423-Z,1,0,326
FREP-193452-J,1,0,27073
FREP-19350-U,1,10,122976
FREP-193734-Z,1,0,21408
FREP-193994-J,1,0,31187
FREP-194182-J,1,0,54926
FREP-194305-Z,1,0,132449
FREP-19446-U,1,6,54915
FREP-19451-U,1,2,27075
FREP-194602-J,1,2,119854
FREP-19464-U,1,1,115605
FREP-195061-J,1,0,132452
FREP-19514-U,1,76,303
FREP-19515-U,1,0,126165
FREP-195377-J,1,0,343
FREP-195448-G,1,1,132443
FREP-195553-Z,1,0,344
FREP-195714-J,1,0,122978
FREP-19593-U,2,479,313
FREP-196067-J,1,0,31213
FREP-196212-Z,1,0,21427
FREP-196233-G,1,1,126201
FREP-19625-U,1,1,350
FREP-19642-U,1,1,87797
FREP-19648-U,1,9,115633
FREP-19658-U,1,0,31214
FREP-19667-U,1,1,119910
FREP-19668-U,1,5,122992
FREP-19669-U,1,10,359
FREP-19670-U,1,32,21414
FREP-19684-U,2,3,54929
FREP-196850-J,1,0,47154
FREP-19686-U,1,162,31190
FREP-19690-U,1,133,31191
FREP-19703-U,1,2,27082
FREP-19706-U,1,71,132479
FREP-19716-U,1,98,119911
FREP-19717-U,2,81,47139
FREP-19718-U,1,37,87800
FREP-19726-U,1,209,115635
FREP-197531-G,1,28,87803
FREP-19760-U,1,78,47155
FREP-197709-J,1,0,31216
FREP-19774-U,1,8,132456
FREP-19784-U,1,0,21428
FREP-19785-U,1,0,399
FREP-198003-Z,1,0,27096
FREP-19801-U,1,0,132481
FREP-198101-J,1,0,119906
FREP-198145-Z,1,0,115640
FREP-19821-U,2,34,119880
FREP-198299-J,1,0,47156
FREP-19841-U,3,0,31196
FREP-19850-U,3,366,368
FREP-19851-U,1,75,21418
FREP-19856-U,3,272,119887
FREP-19858-U,5,113,87806
FREP-19859-U,2,758,119888
FREP-19861-U,3,214,27085
FREP-198615-Z,1,0,31217
FREP-19862-U,3,330,49211
FREP-19863-U,1,226,21420
FREP-19865-U,2,7,354
FREP-19867-U,1,40,27086
FREP-19870-U,3,326,31189
FREP-19877-U,3,210,132464
FREP-19880-U,2,82,119868
FREP-19897-U,1,0,66259
FREP-19898-U,4,190,54939
FREP-19901-U,3,378,47145
FREP-199058-Z,1,0,87826
FREP-19919-U,1,6,132484
FREP-19924-U,3,1,31201
FREP-19925-U,3,128,47146
FREP-19926-U,2,2,47147
FREP-199267-J,1,0,132485
FREP-19927-U,1,120,49208
FREP-19931-U,2,0,382
FREP-19939-U,3,329,31220
FREP-19943-U,3,206,132466
FREP-19944-U,3,0,385
FREP-19945-U,1,2386,87809
FREP-19946-U,2,184,132468
FREP-19948-U,3,246,123030
FREP-19949-U,2,90,123023
FREP-199491-J,1,1,132486
FREP-19958-U,4,263,115641
FREP-19959-U,1,63,119883
FREP-19962-U,1,0,387
FREP-19965-U,1,128,31202
FREP-19967-U,1,36,66252
FREP-19970-U,2,126,31204
FREP-19971-U,3,183,51158
FREP-19972-U,3,237,49221
FREP-19974-U,1,2,87815
FREP-19978-U,1,143,47148
FREP-199781-J,1,0,119895
FREP-19981-U,1,10,31208
FREP-19984-U,1,45,123027
FREP-20001-U,2,35,21413
FREP-20002-U,2,207,31223
FREP-20003-V,1,1,51152
FREP-20004-U,2,383,87820
FREP-20005-U,1,0,54941
FREP-20006-U,3,195,119917
FREP-20007-U,2,1,87828
FREP-20008-U,1,3,49218
FREP-20011-U,1,328,66255
FREP-20012-U,2,500,115620
FREP-20017-U,1,1,31224
FREP-20019-U,3,210,132487
FREP-200260-J,1,5,51170
FREP-200347-J,1,16,119908
FREP-20042-U,1,23,27088
FREP-20045-U,1,1,132475
FREP-200646-Z,1,0,47159
FREP-200659-Z,1,0,31226
FREP-200682-G,1,1,401
FREP-200685-J,1,0,31227
FREP-200882-J,1,0,47160
FREP-200974-Z,1,0,132488
FREP-20102-U,1,0,132465
FREP-201101-J,1,6,115630
FREP-20113-U,1,0,380
FREP-201180-Z,1,0,21430
FREP-201260-J,1,0,31228
FREP-20128-U,1,1,51154
FREP-20157-U,1,0,126203
FREP-201703-Z,1,5,132483
FREP-201824-Z,1,1,31229
FREP-20198-U,1,0,115631
FREP-202086-G,1,0,31188
FREP-202103-J,1,0,119922
FREP-20222-U,1,0,31210
FREP-202287-J,1,0,115642
FREP-20242-Z,1,0,132489
FREP-202500-G,1,1,349
FREP-202661-J,1,0,49521
FREP-202670-J,1,0,51172
FREP-202777-J,1,0,87823
FREP-20283-U,1,0,31211
FREP-202833-J,1,0,31230
FREP-202834-J,1,0,47152
FREP-203008-J,1,0,47161
FREP-203009-Z,1,49,132490
FREP-203011-Z,1,1,396
FREP-20308-U,1,0,66251
FREP-20311-U,1,0,394
FREP-20325-U,1,0,115619
FREP-203323-J,1,0,119923
FREP-20335-U,1,2,132478
FREP-203369-Z,1,0,21431
FREP-20337-U,1,8,397
FREP-203422-G,1,0,21417
FREP-203589-J,1,0,119924
FREP-203647-J,1,0,54945
FREP-20380-U,2,933,49522
FREP-20395-U,1,1,87822
FREP-20417-U,1,1,119872
FREP-204214-J,1,0,31212
FREP-20423-U,1,1,119918
FREP-204269-Z,1,0,119926
FREP-204276-J,1,0,47163
FREP-204314-J,1,0,87829
FREP-20437-U,1,1,132454
FREP-204445-Z,1,5,47164
FREP-20445-U,1,13,87814
FREP-204576-J,1,0,66258
FREP-204615-G,1,47,87805
FREP-204616-G,1,0,119885
FREP-20462-U,1,0,87824
FREP-20470-U,1,1,132476
FREP-204715-G,1,1,49216
FREP-204726-J,1,0,49224
FREP-204741-Z,1,48,87831
FREP-20476-U,1,43,87819
FREP-204879-J,1,0,49220
FREP-204965-G,1,1,132471
FREP-205056-J,1,0,27099
FREP-205183-J,1,0,119920
FREP-205270-J,1,0,49528
FREP-205344-G,1,1,376
FREP-205775-J,1,0,54946
FREP-205926-Z,1,0,49529
FREP-205944-Z,1,0,31225
FREP-20600-U,1,4,115632
FREP-206022-J,1,1,403
FREP-20609-U,1,0,49523
FREP-206143-J,1,0,31231
FREP-206170-Z,1,0,31232
FREP-20659-U,1,0,31195
FREP-206651-J,1,0,87832
FREP-20671-U,2,97,132457
FREP-206762-J,1,0,115643
FREP-20683-U,1,68,47151
FREP-206867-J,1,0,123226
FREP-20687-U,4,400,31234
FREP-20689-U,2,104,123228
FREP-206906-Z,1,0,66361
FREP-20691-U,3,101,51179
FREP-206920-Z,1,0,132508
FREP-20694-U,2,527,49530
FREP-206973-J,1,0,54955
FREP-20702-U,2,121,21432
FREP-20704-U,3,860,115645
FREP-20706-U,1,1788,119930
FREP-20711-U,1,7,408
FREP-207142-Z,1,0,21447
FREP-20718-U,2,20,115654
FREP-20719-U,3,277,49239
FREP-20738-U,1,1,87859
FREP-20751-U,1,5,49534
FREP-20753-U,1,1,409
FREP-207554-J,1,0,120310
FREP-207595-Z,1,0,49535
FREP-207600-Z,1,0,132509
FREP-207605-Z,1,2,66362
FREP-207718-J,1,0,31243
FREP-207752-J,1,0,120312
FREP-207903-Z,1,0,66363
FREP-20816-U,1,2,126212
FREP-20830-U,1,1,47179
FREP-20834-U,1,2,132496
FREP-20838-U,1,91,132510
FREP-20839-U,1,140,123234
FREP-20856-U,1,1,126206
FREP-20863-U,1,1,31258
FREP-20866-U,1,20,49227
FREP-20873-U,1,16,49240
FREP-20877-U,1,2,132512
FREP-20878-U,1,6,98027
FREP-20881-U,1,1,132494
FREP-208827-J,1,0,47181
FREP-20884-U,1,1,87861
FREP-20897-U,2,332,47192
FREP-20902-U,1,1,27113
FREP-20903-U,1,1,132497
FREP-20904-U,1,1,21438
FREP-209056-J,1,0,51183
FREP-209084-J,1,0,49537
FREP-20916-U,1,1,54952
FREP-209175-J,1,0,31246
FREP-20919-U,1,32,126217
FREP-20927-U,1,1,49538
FREP-20933-U,1,1,87848
FREP-20940-U,1,5,21448
FREP-209412-J,1,0,132513
FREP-20950-U,1,0,31260
FREP-209541-Z,1,0,66365
FREP-209575-Z,1,0,123240
FREP-209717-Z,1,0,66366
FREP-209748-J,1,0,47183
FREP-209778-Z,1,0,49242
FREP-209956-G,1,1,132514
FREP-210026-Z,1,16,120308
FREP-21012-U,1,0,87862
FREP-210138-J,1,0,120317
FREP-210278-Z,1,0,21440
FREP-210531-Z,1,6,120319
FREP-210595-G,1,46,31261
FREP-21062-U,1,0,132491
FREP-21068-U,1,1,87838
FREP-21111-U,1,3,27133
FREP-211128-Z,1,0,132515
FREP-21119-U,1,27,428
FREP-211215-Z,1,1,66368
FREP-211242-Z,1,0,27134
FREP-21129-U,1,0,119950
FREP-21132-U,1,0,21439
FREP-211350-J,1,16,21449
FREP-21136-U,1,0,66369
FREP-211426-J,1,0,49541
FREP-211852-J,1,0,123241
FREP-211973-J,1,0,66370
FREP-21202-U,1,0,21442
FREP-21205-U,1,0,87851
FREP-21213-V,1,0,120323
FREP-21214-U,1,0,49542
FREP-212240-J,1,0,98029
FREP-212590-Z,1,0,123243
FREP-212700-Z,1,0,115664
FREP-212773-J,1,0,49547
FREP-212778-J,1,0,27135
FREP-213065-J,1,0,120324
FREP-21322-U,3,1512,27111
FREP-21323-U,1,423,31250
FREP-213269-Z,1,0,132517
FREP-21329-U,1,1,115667
FREP-21343-U,4,100,410
FREP-21344-U,3,1409,49544
FREP-21345-U,2,165,87841
FREP-21346-U,1,224,27107
FREP-21347-U,1,458,115671
FREP-21349-U,4,169,31242
FREP-213495-J,1,4,132501
FREP-21351-U,2,116,123245
FREP-21352-U,1,5,120314
FREP-21360-U,4,344,119957
FREP-21363-U,2,324,126233
FREP-21364-U,1,298,87849
FREP-21365-U,2,88,49532
FREP-213716-J,1,0,413
FREP-213807-Z,1,1,66371
FREP-21408-U,1,0,31247
FREP-21410-U,1,0,132516
FREP-21414-U,1,0,31264
FREP-214152-J,1,0,420
FREP-21424-U,1,1,31233
FREP-21427-U,1,0,123236
FREP-21433-U,1,27,126235
FREP-214398-Z,1,1,49244
FREP-21440-U,1,0,411
FREP-21443-U,1,0,27129
FREP-214524-Z,1,0,87864
FREP-214698-Z,2,1,87858
FREP-21477-U,1,0,115673
FREP-21489-U,1,0,120322
FREP-214891-J,1,0,49228
FREP-21491-U,1,0,49243
FREP-21495-U,2,3,49235
FREP-21496-U,1,15,132503
FREP-214962-J,1,0,119968
FREP-215020-Z,1,5,31262
FREP-21521-U,1,1,31252
FREP-21524-U,1,1,49236
FREP-21531-U,1,7,66372
FREP-215376-G,1,1,87833
FREP-21544-U,1,0,47184
FREP-21547-U,1,0,123250
FREP-21549-U,1,0,49234
FREP-215640-Z,1,0,98031
FREP-215657-J,1,0,132519
FREP-215659-J,1,0,132520
FREP-215784-Z,1,0,126239
FREP-215814-J,1,0,98032
FREP-215873-J,1,0,66265
FREP-215878-Z,1,0,66373
FREP-215899-Z,1,0,123252
FREP-215973-Z,1,0,98033
FREP-21598-U,1,0,132522
FREP-216041-J,1,0,123255
FREP-21608-U,1,0,132502
FREP-21621-U,1,0,31245
FREP-216295-Z,1,0,132523
FREP-21641-U,1,0,123080
FREP-21650-U,1,1,123254
FREP-21653-U,1,0,87855
FREP-21656-U,1,0,123256
FREP-216575-J,1,0,119971
FREP-21665-U,3,481,132498
FREP-216673-J,1,23,126243
FREP-21671-U,1,64,123084
FREP-21672-U,4,101,27115
FREP-21673-U,2,257,27119
FREP-216759-Z,1,0,31269
FREP-21680-U,1,735,27121
FREP-21686-U,1,345,115678
FREP-21692-U,1,384,51193
FREP-216924-Z,1,26,47187
FREP-21693-U,3,174,98034
FREP-21694-U,2,1,31265
FREP-21696-U,1,153,115682
FREP-21699-U,1,1619,47193
FREP-21701-U,2,430,120305
FREP-217139-J,1,0,120330
FREP-21714-U,2,275,49245
FREP-217169-Z,1,0,21445
FREP-21720-U,2,86,126222
FREP-21723-U,1,0,47191
FREP-217316-Z,1,0,115679
FREP-21750-U,1,0,66364
FREP-217544-J,1,0,31263
FREP-217556-J,1,0,132521
FREP-21762-U,1,0,123222
FREP-217629-G,1,1,120332
FREP-21763-U,1,0,123059
FREP-217795-J,1,0,132506
FREP-21796-U,2,376,47194
FREP-217996-Z,1,0,49549
FREP-218055-J,1,0,49232
FREP-21810-U,5,38,126228
FREP-21822-U,5,117,49238
FREP-21823-U,2,24,123224
FREP-21831-U,2,241,132504
FREP-21842-U,1,26,123257
FREP-21844-U,5,29,87846
FREP-21845-U,1,54,47189
FREP-21846-U,1,89,120306
FREP-21851-U,2,145,47188
FREP-218555-J,1,0,31270
FREP-21859-U,5,190,88522
FREP-21863-U,1,728,21769
FREP-21866-U,2,177,98215
FREP-21867-U,3,186,120336
FREP-21868-U,1,0,120338
FREP-21869-U,2,480,44287
FREP-21886-U,1,1734,123264
FREP-21890-U,1,33,44288
FREP-21895-U,2,85,49554
FREP-21901-U,1,282,44281
FREP-21905-U,5,409,132539
FREP-21906-U,2,107,72049
FREP-219082-J,1,0,132540
FREP-21909-U,1,64,61723
FREP-21910-U,4,161,98036
FREP-21911-U,2,138,16185
FREP-21913-U,3,206,98035
FREP-219138-J,1,0,449
FREP-21916-U,2,157,49561
FREP-21917-U,1,209,120359
FREP-21921-U,3,1,44289
FREP-21925-U,4,8,98041
FREP-21927-U,3,253,66388
FREP-219355-J,1,0,27144
FREP-219362-Z,1,0,49563
FREP-219378-J,1,0,87875
FREP-21938-U,3,32,66378
FREP-219397-J,1,0,66381
FREP-219407-Z,1,2,123279
FREP-21942-U,2,27,120343
FREP-219440-Z,1,0,16187
FREP-21951-U,3,135,432
FREP-21952-U,3,32,434
