Incident Reference,old_start_raw,selected_start_raw,old_time_utc,new_time_utc,new_time_london,new_date_utc,new_date_london,old_period,new_period,new_period_london,new_in_study_utc,new_in_study_london,max_stage_end_utc,recovery_crosses_study_end
FREP-322883-G,2023-06-26T00:54:00+01:00,2023-06-26T00:54:00+01:00,2023-06-25 23:54:00+00:00,2023-06-25 23:54:00+00:00,2023-06-26 00:54:00+01:00,2023-06-25,2023-06-26,development,development,development,True,True,2023-06-26 00:36:00+00:00,False
FREP-322889-G,2023-06-26T00:51:00+01:00,2023-06-26T00:51:00+01:00,2023-06-25 23:51:00+00:00,2023-06-25 23:51:00+00:00,2023-06-26 00:51:00+01:00,2023-06-25,2023-06-26,development,development,development,True,True,2023-06-26 01:14:00+00:00,False
FREP-322889-J,2023-07-23T00:59:00+01:00,2023-07-23T00:59:00+01:00,2023-07-22 23:59:00+00:00,2023-07-22 23:59:00+00:00,2023-07-23 00:59:00+01:00,2023-07-22,2023-07-23,development,development,development,True,True,2023-07-23 02:18:00+00:00,False
FREP-322890-G,2023-06-26T00:28:00+01:00,2023-06-26T00:28:00+01:00,2023-06-25 23:28:00+00:00,2023-06-25 23:28:00+00:00,2023-06-26 00:28:00+01:00,2023-06-25,2023-06-26,development,development,development,True,True,2023-06-26 01:12:00+00:00,False
FREP-322935-Z,2022-08-20T00:52:00+01:00,2022-08-20T00:52:00+01:00,2022-08-19 23:52:00+00:00,2022-08-19 23:52:00+00:00,2022-08-20 00:52:00+01:00,2022-08-19,2022-08-20,development,development,development,True,True,2022-08-20 03:05:00+00:00,False
FREP-323038-J,2023-07-25T00:10:00+01:00,2023-07-25T00:10:00+01:00,2023-07-24 23:10:00+00:00,2023-07-24 23:10:00+00:00,2023-07-25 00:10:00+01:00,2023-07-24,2023-07-25,development,development,development,True,True,2023-07-25 01:50:00+00:00,False
FREP-323078-Z,2022-08-20T00:55:00+01:00,2022-08-20T00:55:00+01:00,2022-08-19 23:55:00+00:00,2022-08-19 23:55:00+00:00,2022-08-20 00:55:00+01:00,2022-08-19,2022-08-20,development,development,development,True,True,2022-08-20 05:19:00+00:00,False
FREP-323081-Z,2022-08-20T00:55:00+01:00,2022-08-20T00:55:00+01:00,2022-08-19 23:55:00+00:00,2022-08-19 23:55:00+00:00,2022-08-20 00:55:00+01:00,2022-08-19,2022-08-20,development,development,development,True,True,2022-08-20 00:19:00+00:00,False
FREP-323205-J,2023-07-27T12:04:00+01:00,2023-07-27T00:03:00+01:00,2023-07-27 11:04:00+00:00,2023-07-26 23:03:00+00:00,2023-07-27 00:03:00+01:00,2023-07-26,2023-07-27,development,development,development,True,True,2023-07-27 12:45:00+00:00,False
FREP-323206-J,2023-07-27T00:47:00+01:00,2023-07-27T00:47:00+01:00,2023-07-26 23:47:00+00:00,2023-07-26 23:47:00+00:00,2023-07-27 00:47:00+01:00,2023-07-26,2023-07-27,development,development,development,True,True,2023-07-27 00:37:00+00:00,False
FREP-323207-J,2023-07-27T00:53:00+01:00,2023-07-27T00:53:00+01:00,2023-07-26 23:53:00+00:00,2023-07-26 23:53:00+00:00,2023-07-27 00:53:00+01:00,2023-07-26,2023-07-27,development,development,development,True,True,2023-07-27 02:00:00+00:00,False
FREP-323223-Z,2022-08-21T22:50:00+01:00,2022-08-21T00:37:00+01:00,2022-08-21 21:50:00+00:00,2022-08-20 23:37:00+00:00,2022-08-21 00:37:00+01:00,2022-08-20,2022-08-21,development,development,development,True,True,2022-08-21 23:10:00+00:00,False
FREP-323307-J,2023-07-28T00:55:00+01:00,2023-07-28T00:55:00+01:00,2023-07-27 23:55:00+00:00,2023-07-27 23:55:00+00:00,2023-07-28 00:55:00+01:00,2023-07-27,2023-07-28,development,development,development,True,True,2023-07-28 01:25:00+00:00,False
FREP-323308-G,2023-06-29T00:30:00+01:00,2023-06-29T00:30:00+01:00,2023-06-28 23:30:00+00:00,2023-06-28 23:30:00+00:00,2023-06-29 00:30:00+01:00,2023-06-28,2023-06-29,development,development,development,True,True,2023-06-29 03:20:00+00:00,False
FREP-323321-Z,2022-08-22T01:27:00+01:00,2022-08-22T00:21:00+01:00,2022-08-22 00:27:00+00:00,2022-08-21 23:21:00+00:00,2022-08-22 00:21:00+01:00,2022-08-21,2022-08-22,development,development,development,True,True,2022-08-22 00:45:00+00:00,False
FREP-323391-J,2023-07-29T00:25:00+01:00,2023-07-29T00:25:00+01:00,2023-07-28 23:25:00+00:00,2023-07-28 23:25:00+00:00,2023-07-29 00:25:00+01:00,2023-07-28,2023-07-29,development,development,development,True,True,2023-08-11 13:43:00+00:00,False
FREP-323392-J,2023-07-29T00:31:00+01:00,2023-07-29T00:31:00+01:00,2023-07-28 23:31:00+00:00,2023-07-28 23:31:00+00:00,2023-07-29 00:31:00+01:00,2023-07-28,2023-07-29,development,development,development,True,True,2023-07-29 03:05:00+00:00,False
FREP-323393-J,2023-07-29T00:35:00+01:00,2023-07-29T00:35:00+01:00,2023-07-28 23:35:00+00:00,2023-07-28 23:35:00+00:00,2023-07-29 00:35:00+01:00,2023-07-28,2023-07-29,development,development,development,True,True,2023-07-29 00:45:00+00:00,False
FREP-323442-J,2023-07-30T00:43:00+01:00,2023-07-30T00:43:00+01:00,2023-07-29 23:43:00+00:00,2023-07-29 23:43:00+00:00,2023-07-30 00:43:00+01:00,2023-07-29,2023-07-30,development,development,development,True,True,2023-07-30 01:20:00+00:00,False
FREP-323617-G,2023-07-01T00:05:00+01:00,2023-07-01T00:05:00+01:00,2023-06-30 23:05:00+00:00,2023-06-30 23:05:00+00:00,2023-07-01 00:05:00+01:00,2023-06-30,2023-07-01,development,development,development,True,True,2023-07-02 02:43:00+00:00,False
FREP-323629-G,2023-07-01T00:48:00+01:00,2023-07-01T00:48:00+01:00,2023-06-30 23:48:00+00:00,2023-06-30 23:48:00+00:00,2023-07-01 00:48:00+01:00,2023-06-30,2023-07-01,development,development,development,True,True,2023-07-01 04:55:00+00:00,False
FREP-323707-G,2023-07-02T00:05:00+01:00,2023-07-02T00:05:00+01:00,2023-07-01 23:05:00+00:00,2023-07-01 23:05:00+00:00,2023-07-02 00:05:00+01:00,2023-07-01,2023-07-02,development,development,development,True,True,2023-07-02 07:40:00+00:00,False
FREP-323763-G,2023-07-03T00:15:00+01:00,2023-07-03T00:15:00+01:00,2023-07-02 23:15:00+00:00,2023-07-02 23:15:00+00:00,2023-07-03 00:15:00+01:00,2023-07-02,2023-07-03,development,development,development,True,True,2023-07-03 00:35:00+00:00,False
FREP-323764-G,2023-07-03T00:38:00+01:00,2023-07-03T00:38:00+01:00,2023-07-02 23:38:00+00:00,2023-07-02 23:38:00+00:00,2023-07-03 00:38:00+01:00,2023-07-02,2023-07-03,development,development,development,True,True,2023-07-03 02:30:00+00:00,False
FREP-323766-G,2023-07-03T00:46:00+01:00,2023-07-03T00:46:00+01:00,2023-07-02 23:46:00+00:00,2023-07-02 23:46:00+00:00,2023-07-03 00:46:00+01:00,2023-07-02,2023-07-03,development,development,development,True,True,2023-07-03 01:40:00+00:00,False
FREP-323794-J,2023-08-03T00:03:00+01:00,2023-08-03T00:03:00+01:00,2023-08-02 23:03:00+00:00,2023-08-02 23:03:00+00:00,2023-08-03 00:03:00+01:00,2023-08-02,2023-08-03,development,development,development,True,True,2023-08-03 00:47:00+00:00,False
FREP-323845-Z,2022-08-24T00:12:00+01:00,2022-08-24T00:12:00+01:00,2022-08-23 23:12:00+00:00,2022-08-23 23:12:00+00:00,2022-08-24 00:12:00+01:00,2022-08-23,2022-08-24,development,development,development,True,True,2022-08-24 00:38:00+00:00,False
FREP-323863-G,2023-07-08T00:45:00+01:00,2023-07-08T00:45:00+01:00,2023-07-07 23:45:00+00:00,2023-07-07 23:45:00+00:00,2023-07-08 00:45:00+01:00,2023-07-07,2023-07-08,development,development,development,True,True,2023-07-08 01:02:00+00:00,False
FREP-323906-G,2023-07-04T00:47:00+01:00,2023-07-04T00:47:00+01:00,2023-07-03 23:47:00+00:00,2023-07-03 23:47:00+00:00,2023-07-04 00:47:00+01:00,2023-07-03,2023-07-04,development,development,development,True,True,2023-07-04 10:30:00+00:00,False
FREP-323916-G,2023-07-04T00:41:00+01:00,2023-07-04T00:41:00+01:00,2023-07-03 23:41:00+00:00,2023-07-03 23:41:00+00:00,2023-07-04 00:41:00+01:00,2023-07-03,2023-07-04,development,development,development,True,True,2023-07-04 00:45:00+00:00,False
FREP-324030-G,2023-07-05T00:00:00+01:00,2023-07-05T00:00:00+01:00,2023-07-04 23:00:00+00:00,2023-07-04 23:00:00+00:00,2023-07-05 00:00:00+01:00,2023-07-04,2023-07-05,development,development,development,True,True,2023-07-05 01:55:00+00:00,False
FREP-324066-J,2023-08-07T00:42:00+01:00,2023-08-07T00:42:00+01:00,2023-08-06 23:42:00+00:00,2023-08-06 23:42:00+00:00,2023-08-07 00:42:00+01:00,2023-08-06,2023-08-07,development,development,development,True,True,2023-08-07 01:30:00+00:00,False
FREP-324091-Z,2022-08-25T00:15:00+01:00,2022-08-25T00:15:00+01:00,2022-08-24 23:15:00+00:00,2022-08-24 23:15:00+00:00,2022-08-25 00:15:00+01:00,2022-08-24,2022-08-25,development,development,development,True,True,2022-08-25 15:15:00+00:00,False
FREP-324313-J,2023-08-10T00:25:00+01:00,2023-08-10T00:25:00+01:00,2023-08-09 23:25:00+00:00,2023-08-09 23:25:00+00:00,2023-08-10 00:25:00+01:00,2023-08-09,2023-08-10,development,development,development,True,True,2023-08-10 01:00:00+00:00,False
FREP-324401-J,2023-08-11T00:30:00+01:00,2023-08-11T00:30:00+01:00,2023-08-10 23:30:00+00:00,2023-08-10 23:30:00+00:00,2023-08-11 00:30:00+01:00,2023-08-10,2023-08-11,development,development,development,True,True,2023-08-11 17:15:00+00:00,False
FREP-324416-G,2023-07-08T00:13:00+01:00,2023-07-08T00:13:00+01:00,2023-07-07 23:13:00+00:00,2023-07-07 23:13:00+00:00,2023-07-08 00:13:00+01:00,2023-07-07,2023-07-08,development,development,development,True,True,2023-07-08 03:34:00+00:00,False
FREP-324515-Z,2022-08-26T00:54:00+01:00,2022-08-26T00:54:00+01:00,2022-08-25 23:54:00+00:00,2022-08-25 23:54:00+00:00,2022-08-26 00:54:00+01:00,2022-08-25,2022-08-26,development,development,development,True,True,2022-08-26 02:10:00+00:00,False
FREP-324551-J,2023-08-14T00:27:00+01:00,2023-08-14T00:27:00+01:00,2023-08-13 23:27:00+00:00,2023-08-13 23:27:00+00:00,2023-08-14 00:27:00+01:00,2023-08-13,2023-08-14,development,development,development,True,True,2023-08-14 05:05:00+00:00,False
FREP-324552-J,2023-08-14T00:40:00+01:00,2023-08-14T00:40:00+01:00,2023-08-13 23:40:00+00:00,2023-08-13 23:40:00+00:00,2023-08-14 00:40:00+01:00,2023-08-13,2023-08-14,development,development,development,True,True,2023-08-14 01:05:00+00:00,False
FREP-324625-J,2023-08-15T00:33:00+01:00,2023-08-15T00:33:00+01:00,2023-08-14 23:33:00+00:00,2023-08-14 23:33:00+00:00,2023-08-15 00:33:00+01:00,2023-08-14,2023-08-15,development,development,development,True,True,2023-08-15 00:33:00+00:00,False
FREP-324712-G,2023-07-11T00:52:00+01:00,2023-07-11T00:52:00+01:00,2023-07-10 23:52:00+00:00,2023-07-10 23:52:00+00:00,2023-07-11 00:52:00+01:00,2023-07-10,2023-07-11,development,development,development,True,True,2023-07-11 00:52:00+00:00,False
FREP-324716-J,2023-08-16T00:44:00+01:00,2023-08-16T00:44:00+01:00,2023-08-15 23:44:00+00:00,2023-08-15 23:44:00+00:00,2023-08-16 00:44:00+01:00,2023-08-15,2023-08-16,development,development,development,True,True,2023-08-16 12:45:00+00:00,False
FREP-324777-Z,2022-08-27T00:27:00+01:00,2022-08-27T00:27:00+01:00,2022-08-26 23:27:00+00:00,2022-08-26 23:27:00+00:00,2022-08-27 00:27:00+01:00,2022-08-26,2022-08-27,development,development,development,True,True,2022-08-27 01:02:00+00:00,False
FREP-324811-J,2023-08-17T00:41:00+01:00,2023-08-17T00:41:00+01:00,2023-08-16 23:41:00+00:00,2023-08-16 23:41:00+00:00,2023-08-17 00:41:00+01:00,2023-08-16,2023-08-17,development,development,development,True,True,2023-08-17 00:57:00+00:00,False
FREP-324903-Z,2022-08-28T00:08:00+01:00,2022-08-28T00:08:00+01:00,2022-08-27 23:08:00+00:00,2022-08-27 23:08:00+00:00,2022-08-28 00:08:00+01:00,2022-08-27,2022-08-28,development,development,development,True,True,2022-08-28 00:27:00+00:00,False
FREP-324905-Z,2022-08-28T00:45:00+01:00,2022-08-28T00:45:00+01:00,2022-08-27 23:45:00+00:00,2022-08-27 23:45:00+00:00,2022-08-28 00:45:00+01:00,2022-08-27,2022-08-28,development,development,development,True,True,2022-08-27 23:56:00+00:00,False
FREP-324978-G,2023-07-13T00:12:00+01:00,2023-07-13T00:12:00+01:00,2023-07-12 23:12:00+00:00,2023-07-12 23:12:00+00:00,2023-07-13 00:12:00+01:00,2023-07-12,2023-07-13,development,development,development,True,True,2023-07-13 00:40:00+00:00,False
FREP-325009-Z,2022-08-29T00:01:00+01:00,2022-08-29T00:01:00+01:00,2022-08-28 23:01:00+00:00,2022-08-28 23:01:00+00:00,2022-08-29 00:01:00+01:00,2022-08-28,2022-08-29,development,development,development,True,True,2022-08-29 01:28:00+00:00,False
FREP-325010-Z,2022-08-29T00:56:00+01:00,2022-08-29T00:56:00+01:00,2022-08-28 23:56:00+00:00,2022-08-28 23:56:00+00:00,2022-08-29 00:56:00+01:00,2022-08-28,2022-08-29,development,development,development,True,True,2022-08-29 01:45:00+00:00,False
FREP-325056-J,2023-08-20T00:10:00+01:00,2023-08-20T00:10:00+01:00,2023-08-19 23:10:00+00:00,2023-08-19 23:10:00+00:00,2023-08-20 00:10:00+01:00,2023-08-19,2023-08-20,development,development,development,True,True,2023-08-20 00:45:00+00:00,False
FREP-325057-J,2023-08-20T00:58:00+01:00,2023-08-20T00:58:00+01:00,2023-08-19 23:58:00+00:00,2023-08-19 23:58:00+00:00,2023-08-20 00:58:00+01:00,2023-08-19,2023-08-20,development,development,development,True,True,2023-08-20 01:10:00+00:00,False
FREP-325260-J,2023-08-23T00:55:00+01:00,2023-08-23T00:55:00+01:00,2023-08-22 23:55:00+00:00,2023-08-22 23:55:00+00:00,2023-08-23 00:55:00+01:00,2023-08-22,2023-08-23,development,development,development,True,True,2023-08-23 04:00:00+00:00,False
FREP-325296-G,2023-07-16T00:00:00+01:00,2023-07-16T00:00:00+01:00,2023-07-15 23:00:00+00:00,2023-07-15 23:00:00+00:00,2023-07-16 00:00:00+01:00,2023-07-15,2023-07-16,development,development,development,True,True,2023-07-16 19:17:00+00:00,False
FREP-325356-J,2023-08-24T02:35:00+01:00,2023-08-24T00:45:00+01:00,2023-08-24 01:35:00+00:00,2023-08-23 23:45:00+00:00,2023-08-24 00:45:00+01:00,2023-08-23,2023-08-24,development,development,development,True,True,2023-08-24 01:46:00+00:00,False
FREP-325387-G,2023-07-16T00:51:00+01:00,2023-07-16T00:51:00+01:00,2023-07-15 23:51:00+00:00,2023-07-15 23:51:00+00:00,2023-07-16 00:51:00+01:00,2023-07-15,2023-07-16,development,development,development,True,True,2023-07-16 12:10:00+00:00,False
FREP-325422-G,2023-07-16T00:35:00+01:00,2023-07-16T00:35:00+01:00,2023-07-15 23:35:00+00:00,2023-07-15 23:35:00+00:00,2023-07-16 00:35:00+01:00,2023-07-15,2023-07-16,development,development,development,True,True,2023-07-16 12:45:00+00:00,False
FREP-325449-Z,2022-09-01T00:25:00+01:00,2022-09-01T00:25:00+01:00,2022-08-31 23:25:00+00:00,2022-08-31 23:25:00+00:00,2022-09-01 00:25:00+01:00,2022-08-31,2022-09-01,development,development,development,True,True,2022-09-01 01:20:00+00:00,False
FREP-325495-J,2023-08-26T00:03:00+01:00,2023-08-26T00:03:00+01:00,2023-08-25 23:03:00+00:00,2023-08-25 23:03:00+00:00,2023-08-26 00:03:00+01:00,2023-08-25,2023-08-26,development,development,development,True,True,2023-08-26 00:10:00+00:00,False
FREP-325541-J,2023-08-27T00:30:00+01:00,2023-08-27T00:30:00+01:00,2023-08-26 23:30:00+00:00,2023-08-26 23:30:00+00:00,2023-08-27 00:30:00+01:00,2023-08-26,2023-08-27,development,development,development,True,True,2023-09-01 21:51:00+00:00,False
FREP-325684-G,2023-07-18T00:11:00+01:00,2023-07-18T00:11:00+01:00,2023-07-17 23:11:00+00:00,2023-07-17 23:11:00+00:00,2023-07-18 00:11:00+01:00,2023-07-17,2023-07-18,development,development,development,True,True,2023-07-18 00:39:00+00:00,False
FREP-325828-G,2023-07-19T00:47:00+01:00,2023-07-19T00:47:00+01:00,2023-07-18 23:47:00+00:00,2023-07-18 23:47:00+00:00,2023-07-19 00:47:00+01:00,2023-07-18,2023-07-19,development,development,development,True,True,2023-07-19 00:25:00+00:00,False
FREP-325856-J,2023-09-01T00:16:00+01:00,2023-09-01T00:16:00+01:00,2023-08-31 23:16:00+00:00,2023-08-31 23:16:00+00:00,2023-09-01 00:16:00+01:00,2023-08-31,2023-09-01,development,development,development,True,True,2023-09-01 00:40:00+00:00,False
FREP-325860-Z,2022-09-02T09:21:00+01:00,2022-09-02T00:20:00+01:00,2022-09-02 08:21:00+00:00,2022-09-01 23:20:00+00:00,2022-09-02 00:20:00+01:00,2022-09-01,2022-09-02,development,development,development,True,True,2022-09-02 10:55:00+00:00,False
FREP-325864-Z,2022-09-02T00:58:00+01:00,2022-09-02T00:58:00+01:00,2022-09-01 23:58:00+00:00,2022-09-01 23:58:00+00:00,2022-09-02 00:58:00+01:00,2022-09-01,2022-09-02,development,development,development,True,True,2022-09-02 17:50:00+00:00,False
FREP-325942-G,2023-07-20T00:04:00+01:00,2023-07-20T00:04:00+01:00,2023-07-19 23:04:00+00:00,2023-07-19 23:04:00+00:00,2023-07-20 00:04:00+01:00,2023-07-19,2023-07-20,development,development,development,True,True,2023-07-20 14:58:00+00:00,False
FREP-325943-G,2023-07-20T00:29:00+01:00,2023-07-20T00:29:00+01:00,2023-07-19 23:29:00+00:00,2023-07-19 23:29:00+00:00,2023-07-20 00:29:00+01:00,2023-07-19,2023-07-20,development,development,development,True,True,2023-07-20 00:29:00+00:00,False
FREP-326012-J,2023-09-04T00:17:00+01:00,2023-09-04T00:17:00+01:00,2023-09-03 23:17:00+00:00,2023-09-03 23:17:00+00:00,2023-09-04 00:17:00+01:00,2023-09-03,2023-09-04,development,development,development,True,True,2023-09-04 10:00:00+00:00,False
FREP-326013-J,2023-09-04T02:53:00+01:00,2023-09-04T00:54:00+01:00,2023-09-04 01:53:00+00:00,2023-09-03 23:54:00+00:00,2023-09-04 00:54:00+01:00,2023-09-03,2023-09-04,development,development,development,True,True,2023-09-04 02:33:00+00:00,False
FREP-326079-G,2023-07-21T00:21:00+01:00,2023-07-21T00:21:00+01:00,2023-07-20 23:21:00+00:00,2023-07-20 23:21:00+00:00,2023-07-21 00:21:00+01:00,2023-07-20,2023-07-21,development,development,development,True,True,2023-07-21 02:00:00+00:00,False
FREP-326117-J,2023-09-05T00:11:00+01:00,2023-09-05T00:11:00+01:00,2023-09-04 23:11:00+00:00,2023-09-04 23:11:00+00:00,2023-09-05 00:11:00+01:00,2023-09-04,2023-09-05,development,development,development,True,True,2023-09-05 01:00:00+00:00,False
FREP-326293-G,2023-07-23T00:22:00+01:00,2023-07-23T00:22:00+01:00,2023-07-22 23:22:00+00:00,2023-07-22 23:22:00+00:00,2023-07-23 00:22:00+01:00,2023-07-22,2023-07-23,development,development,development,True,True,2023-07-23 18:10:00+00:00,False
FREP-326295-G,2023-07-23T00:44:00+01:00,2023-07-23T00:44:00+01:00,2023-07-22 23:44:00+00:00,2023-07-22 23:44:00+00:00,2023-07-23 00:44:00+01:00,2023-07-22,2023-07-23,development,development,development,True,True,2023-07-23 02:07:00+00:00,False
FREP-326379-G,2023-07-24T00:03:00+01:00,2023-07-24T00:03:00+01:00,2023-07-23 23:03:00+00:00,2023-07-23 23:03:00+00:00,2023-07-24 00:03:00+01:00,2023-07-23,2023-07-24,development,development,development,True,True,2023-07-24 03:16:00+00:00,False
FREP-326511-J,2023-09-10T00:22:00+01:00,2023-09-10T00:22:00+01:00,2023-09-09 23:22:00+00:00,2023-09-09 23:22:00+00:00,2023-09-10 00:22:00+01:00,2023-09-09,2023-09-10,development,development,development,True,True,2023-09-09 23:59:00+00:00,False
FREP-326541-Z,2022-09-06T04:36:00+01:00,2022-09-06T00:19:00+01:00,2022-09-06 03:36:00+00:00,2022-09-05 23:19:00+00:00,2022-09-06 00:19:00+01:00,2022-09-05,2022-09-06,development,development,development,True,True,2022-09-06 03:42:00+00:00,False
FREP-326542-Z,2022-09-06T01:15:00+01:00,2022-09-06T00:22:00+01:00,2022-09-06 00:15:00+00:00,2022-09-05 23:22:00+00:00,2022-09-06 00:22:00+01:00,2022-09-05,2022-09-06,development,development,development,True,True,2022-09-06 03:29:00+00:00,False
FREP-326543-Z,2022-09-06T00:23:00+01:00,2022-09-06T00:23:00+01:00,2022-09-05 23:23:00+00:00,2022-09-05 23:23:00+00:00,2022-09-06 00:23:00+01:00,2022-09-05,2022-09-06,development,development,development,True,True,2022-09-05 23:55:00+00:00,False
FREP-326549-Z,2022-09-06T00:35:00+01:00,2022-09-06T00:35:00+01:00,2022-09-05 23:35:00+00:00,2022-09-05 23:35:00+00:00,2022-09-06 00:35:00+01:00,2022-09-05,2022-09-06,development,development,development,True,True,2022-09-05 23:42:00+00:00,False
FREP-326550-G,2023-07-25T00:52:00+01:00,2023-07-25T00:52:00+01:00,2023-07-24 23:52:00+00:00,2023-07-24 23:52:00+00:00,2023-07-25 00:52:00+01:00,2023-07-24,2023-07-25,development,development,development,True,True,2023-07-25 03:22:00+00:00,False
FREP-326551-Z,2022-09-06T00:38:00+01:00,2022-09-06T00:38:00+01:00,2022-09-05 23:38:00+00:00,2022-09-05 23:38:00+00:00,2022-09-06 00:38:00+01:00,2022-09-05,2022-09-06,development,development,development,True,True,2022-09-06 02:02:00+00:00,False
FREP-326574-J,2023-09-11T00:58:00+01:00,2023-09-11T00:58:00+01:00,2023-09-10 23:58:00+00:00,2023-09-10 23:58:00+00:00,2023-09-11 00:58:00+01:00,2023-09-10,2023-09-11,development,development,development,True,True,2023-09-11 03:32:00+00:00,False
FREP-326682-G,2023-07-26T10:45:00+01:00,2023-07-26T00:22:00+01:00,2023-07-26 09:45:00+00:00,2023-07-25 23:22:00+00:00,2023-07-26 00:22:00+01:00,2023-07-25,2023-07-26,development,development,development,True,True,2023-07-26 11:55:00+00:00,False
FREP-326841-J,2023-09-14T00:06:00+01:00,2023-09-14T00:06:00+01:00,2023-09-13 23:06:00+00:00,2023-09-13 23:06:00+00:00,2023-09-14 00:06:00+01:00,2023-09-13,2023-09-14,development,development,development,True,True,2023-09-14 00:40:00+00:00,False
FREP-326843-J,2023-09-14T00:16:00+01:00,2023-09-14T00:16:00+01:00,2023-09-13 23:16:00+00:00,2023-09-13 23:16:00+00:00,2023-09-14 00:16:00+01:00,2023-09-13,2023-09-14,development,development,development,True,True,2023-09-14 01:07:00+00:00,False
