Incident Reference,old_start_raw,selected_start_raw,old_time_utc,new_time_utc,new_time_london,new_date_utc,new_date_london,old_period,new_period,new_period_london,new_in_study_utc,new_in_study_london,max_stage_end_utc,recovery_crosses_study_end
FREP-318628-J,2023-06-02T00:51:00+01:00,2023-06-02T00:51:00+01:00,2023-06-01 23:51:00+00:00,2023-06-01 23:51:00+00:00,2023-06-02 00:51:00+01:00,2023-06-01,2023-06-02,development,development,development,True,True,2023-06-02 13:00:00+00:00,False
FREP-318710-J,2023-06-03T00:21:00+01:00,2023-06-03T00:21:00+01:00,2023-06-02 23:21:00+00:00,2023-06-02 23:21:00+00:00,2023-06-03 00:21:00+01:00,2023-06-02,2023-06-03,development,development,development,True,True,2023-06-03 01:00:00+00:00,False
FREP-318711-J,2023-06-03T00:37:00+01:00,2023-06-03T00:37:00+01:00,2023-06-02 23:37:00+00:00,2023-06-02 23:37:00+00:00,2023-06-03 00:37:00+01:00,2023-06-02,2023-06-03,development,development,development,True,True,2023-06-03 18:00:00+00:00,False
FREP-318750-J,2023-06-04T00:40:00+01:00,2023-06-04T00:40:00+01:00,2023-06-03 23:40:00+00:00,2023-06-03 23:40:00+00:00,2023-06-04 00:40:00+01:00,2023-06-03,2023-06-04,development,development,development,True,True,2023-06-07 10:17:00+00:00,False
FREP-318788-J,2023-06-05T03:02:00+01:00,2023-06-05T00:09:00+01:00,2023-06-05 02:02:00+00:00,2023-06-04 23:09:00+00:00,2023-06-05 00:09:00+01:00,2023-06-04,2023-06-05,development,development,development,True,True,2023-06-05 02:45:00+00:00,False
FREP-318789-J,2023-06-05T00:08:00+01:00,2023-06-05T00:08:00+01:00,2023-06-04 23:08:00+00:00,2023-06-04 23:08:00+00:00,2023-06-05 00:08:00+01:00,2023-06-04,2023-06-05,development,development,development,True,True,2023-06-05 00:50:00+00:00,False
FREP-318791-Z,2022-07-29T00:31:00+01:00,2022-07-29T00:14:00+01:00,2022-07-28 23:31:00+00:00,2022-07-28 23:14:00+00:00,2022-07-29 00:14:00+01:00,2022-07-28,2022-07-29,development,development,development,True,True,2022-07-29 02:50:00+00:00,False
FREP-318809-Z,2022-07-29T00:20:00+01:00,2022-07-29T00:20:00+01:00,2022-07-28 23:20:00+00:00,2022-07-28 23:20:00+00:00,2022-07-29 00:20:00+01:00,2022-07-28,2022-07-29,development,development,development,True,True,2022-07-29 00:25:00+00:00,False
FREP-318813-Z,2022-07-20T00:30:00+01:00,2022-07-20T00:30:00+01:00,2022-07-19 23:30:00+00:00,2022-07-19 23:30:00+00:00,2022-07-20 00:30:00+01:00,2022-07-19,2022-07-20,development,development,development,True,True,2022-07-20 01:01:00+00:00,False
FREP-318931-G,2023-05-19T00:25:00+01:00,2023-05-19T00:25:00+01:00,2023-05-18 23:25:00+00:00,2023-05-18 23:25:00+00:00,2023-05-19 00:25:00+01:00,2023-05-18,2023-05-19,development,development,development,True,True,2023-05-20 00:15:00+00:00,False
FREP-318955-J,2023-06-07T00:15:00+01:00,2023-06-07T00:15:00+01:00,2023-06-06 23:15:00+00:00,2023-06-06 23:15:00+00:00,2023-06-07 00:15:00+01:00,2023-06-06,2023-06-07,development,development,development,True,True,2023-06-07 10:10:00+00:00,False
FREP-319002-G,2023-05-20T00:15:00+01:00,2023-05-20T00:15:00+01:00,2023-05-19 23:15:00+00:00,2023-05-19 23:15:00+00:00,2023-05-20 00:15:00+01:00,2023-05-19,2023-05-20,development,development,development,True,True,2023-05-19 23:30:00+00:00,False
FREP-319043-J,2023-06-08T03:21:00+01:00,2023-06-08T00:37:00+01:00,2023-06-08 02:21:00+00:00,2023-06-07 23:37:00+00:00,2023-06-08 00:37:00+01:00,2023-06-07,2023-06-08,development,development,development,True,True,2023-06-08 06:49:00+00:00,False
FREP-319134-Z,2022-07-31T00:45:00+01:00,2022-07-31T00:45:00+01:00,2022-07-30 23:45:00+00:00,2022-07-30 23:45:00+00:00,2022-07-31 00:45:00+01:00,2022-07-30,2022-07-31,development,development,development,True,True,2022-07-31 04:15:00+00:00,False
FREP-319137-J,2023-06-09T00:03:00+01:00,2023-06-09T00:03:00+01:00,2023-06-08 23:03:00+00:00,2023-06-08 23:03:00+00:00,2023-06-09 00:03:00+01:00,2023-06-08,2023-06-09,development,development,development,True,True,2023-06-08 23:25:00+00:00,False
FREP-319277-J,2023-06-11T00:05:00+01:00,2023-06-11T00:05:00+01:00,2023-06-10 23:05:00+00:00,2023-06-10 23:05:00+00:00,2023-06-11 00:05:00+01:00,2023-06-10,2023-06-11,development,development,development,True,True,2023-06-11 02:04:00+00:00,False
FREP-319278-J,2023-06-11T00:06:00+01:00,2023-06-11T00:06:00+01:00,2023-06-10 23:06:00+00:00,2023-06-10 23:06:00+00:00,2023-06-11 00:06:00+01:00,2023-06-10,2023-06-11,development,development,development,True,True,2023-06-10 23:15:00+00:00,False
FREP-319280-J,2023-06-11T00:30:00+01:00,2023-06-11T00:30:00+01:00,2023-06-10 23:30:00+00:00,2023-06-10 23:30:00+00:00,2023-06-11 00:30:00+01:00,2023-06-10,2023-06-11,development,development,development,True,True,2023-06-11 01:20:00+00:00,False
FREP-319326-G,2023-05-23T00:10:00+01:00,2023-05-23T00:10:00+01:00,2023-05-22 23:10:00+00:00,2023-05-22 23:10:00+00:00,2023-05-23 00:10:00+01:00,2023-05-22,2023-05-23,development,development,development,True,True,2023-05-23 03:49:00+00:00,False
FREP-319327-G,2023-05-23T00:52:00+01:00,2023-05-23T00:52:00+01:00,2023-05-22 23:52:00+00:00,2023-05-22 23:52:00+00:00,2023-05-23 00:52:00+01:00,2023-05-22,2023-05-23,development,development,development,True,True,2023-05-23 01:16:00+00:00,False
FREP-319328-G,2023-05-23T00:10:00+01:00,2023-05-23T00:10:00+01:00,2023-05-22 23:10:00+00:00,2023-05-22 23:10:00+00:00,2023-05-23 00:10:00+01:00,2023-05-22,2023-05-23,development,development,development,True,True,2023-05-23 01:25:00+00:00,False
FREP-319330-G,2023-05-24T00:23:00+01:00,2023-05-24T00:23:00+01:00,2023-05-23 23:23:00+00:00,2023-05-23 23:23:00+00:00,2023-05-24 00:23:00+01:00,2023-05-23,2023-05-24,development,development,development,True,True,2023-05-23 23:51:00+00:00,False
FREP-319448-G,2023-05-24T00:07:00+01:00,2023-05-24T00:07:00+01:00,2023-05-23 23:07:00+00:00,2023-05-23 23:07:00+00:00,2023-05-24 00:07:00+01:00,2023-05-23,2023-05-24,development,development,development,True,True,2023-05-23 23:17:00+00:00,False
FREP-319449-G,2023-05-24T00:07:00+01:00,2023-05-24T00:07:00+01:00,2023-05-23 23:07:00+00:00,2023-05-23 23:07:00+00:00,2023-05-24 00:07:00+01:00,2023-05-23,2023-05-24,development,development,development,True,True,2023-05-23 23:25:00+00:00,False
FREP-319453-J,2023-07-14T02:28:00+01:00,2023-06-13T00:42:00+01:00,2023-07-14 01:28:00+00:00,2023-06-12 23:42:00+00:00,2023-06-13 00:42:00+01:00,2023-06-12,2023-06-13,development,development,development,True,True,2023-07-14 02:50:00+00:00,False
FREP-319549-J,2023-06-14T00:24:00+01:00,2023-06-14T00:24:00+01:00,2023-06-13 23:24:00+00:00,2023-06-13 23:24:00+00:00,2023-06-14 00:24:00+01:00,2023-06-13,2023-06-14,development,development,development,True,True,2023-06-15 15:15:00+00:00,False
FREP-319604-G,2023-05-25T00:20:00+01:00,2023-05-25T00:20:00+01:00,2023-05-24 23:20:00+00:00,2023-05-24 23:20:00+00:00,2023-05-25 00:20:00+01:00,2023-05-24,2023-05-25,development,development,development,True,True,2023-05-25 00:05:00+00:00,False
FREP-319606-G,2023-05-25T00:43:00+01:00,2023-05-25T00:43:00+01:00,2023-05-24 23:43:00+00:00,2023-05-24 23:43:00+00:00,2023-05-25 00:43:00+01:00,2023-05-24,2023-05-25,development,development,development,True,True,2023-05-25 02:00:00+00:00,False
FREP-319607-G,2023-05-25T00:52:00+01:00,2023-05-25T00:52:00+01:00,2023-05-24 23:52:00+00:00,2023-05-24 23:52:00+00:00,2023-05-25 00:52:00+01:00,2023-05-24,2023-05-25,development,development,development,True,True,2023-05-25 01:05:00+00:00,False
FREP-319642-J,2023-06-15T00:04:00+01:00,2023-06-15T00:04:00+01:00,2023-06-14 23:04:00+00:00,2023-06-14 23:04:00+00:00,2023-06-15 00:04:00+01:00,2023-06-14,2023-06-15,development,development,development,True,True,2023-06-15 01:02:00+00:00,False
FREP-319666-G,2023-05-26T00:00:00+01:00,2023-05-26T00:00:00+01:00,2023-05-25 23:00:00+00:00,2023-05-25 23:00:00+00:00,2023-05-26 00:00:00+01:00,2023-05-25,2023-05-26,development,development,development,True,True,2023-05-25 23:31:00+00:00,False
FREP-319773-Z,2022-08-03T00:24:00+01:00,2022-08-03T00:24:00+01:00,2022-08-02 23:24:00+00:00,2022-08-02 23:24:00+00:00,2022-08-03 00:24:00+01:00,2022-08-02,2022-08-03,development,development,development,True,True,2022-08-03 05:03:00+00:00,False
FREP-319804-G,2023-05-27T00:46:00+01:00,2023-05-27T00:46:00+01:00,2023-05-26 23:46:00+00:00,2023-05-26 23:46:00+00:00,2023-05-27 00:46:00+01:00,2023-05-26,2023-05-27,development,development,development,True,True,2023-05-27 16:15:00+00:00,False
FREP-319912-Z,2022-08-04T00:01:00+01:00,2022-08-04T00:01:00+01:00,2022-08-03 23:01:00+00:00,2022-08-03 23:01:00+00:00,2022-08-04 00:01:00+01:00,2022-08-03,2022-08-04,development,development,development,True,True,2022-08-03 23:48:00+00:00,False
FREP-319918-Z,2022-08-04T00:52:00+01:00,2022-08-04T00:52:00+01:00,2022-08-03 23:52:00+00:00,2022-08-03 23:52:00+00:00,2022-08-04 00:52:00+01:00,2022-08-03,2022-08-04,development,development,development,True,True,2022-08-04 01:05:00+00:00,False
FREP-319936-G,2023-05-30T00:10:00+01:00,2023-05-30T00:10:00+01:00,2023-05-29 23:10:00+00:00,2023-05-29 23:10:00+00:00,2023-05-30 00:10:00+01:00,2023-05-29,2023-05-30,development,development,development,True,True,2023-05-30 01:40:00+00:00,False
FREP-319938-J,2023-06-19T00:02:00+01:00,2023-06-19T00:02:00+01:00,2023-06-18 23:02:00+00:00,2023-06-18 23:02:00+00:00,2023-06-19 00:02:00+01:00,2023-06-18,2023-06-19,development,development,development,True,True,2023-06-19 00:30:00+00:00,False
FREP-319941-J,2023-06-19T02:55:00+01:00,2023-06-19T00:41:00+01:00,2023-06-19 01:55:00+00:00,2023-06-18 23:41:00+00:00,2023-06-19 00:41:00+01:00,2023-06-18,2023-06-19,development,development,development,True,True,2023-06-19 04:15:00+00:00,False
FREP-320021-G,2023-05-31T00:18:00+01:00,2023-05-31T00:18:00+01:00,2023-05-30 23:18:00+00:00,2023-05-30 23:18:00+00:00,2023-05-31 00:18:00+01:00,2023-05-30,2023-05-31,development,development,development,True,True,2023-05-30 23:48:00+00:00,False
FREP-320031-J,2023-06-20T00:24:00+01:00,2023-06-20T00:24:00+01:00,2023-06-19 23:24:00+00:00,2023-06-19 23:24:00+00:00,2023-06-20 00:24:00+01:00,2023-06-19,2023-06-20,development,development,development,True,True,2023-06-20 13:30:00+00:00,False
FREP-320032-J,2023-06-20T00:29:00+01:00,2023-06-20T00:29:00+01:00,2023-06-19 23:29:00+00:00,2023-06-19 23:29:00+00:00,2023-06-20 00:29:00+01:00,2023-06-19,2023-06-20,development,development,development,True,True,2023-06-20 02:20:00+00:00,False
FREP-320170-G,2023-06-01T00:10:00+01:00,2023-06-01T00:10:00+01:00,2023-05-31 23:10:00+00:00,2023-05-31 23:10:00+00:00,2023-06-01 00:10:00+01:00,2023-05-31,2023-06-01,development,development,development,True,True,2023-06-01 00:30:00+00:00,False
FREP-320292-J,2023-06-22T00:03:00+01:00,2023-06-22T00:03:00+01:00,2023-06-21 23:03:00+00:00,2023-06-21 23:03:00+00:00,2023-06-22 00:03:00+01:00,2023-06-21,2023-06-22,development,development,development,True,True,2023-06-22 01:35:00+00:00,False
FREP-320294-J,2023-06-22T00:47:00+01:00,2023-06-22T00:47:00+01:00,2023-06-21 23:47:00+00:00,2023-06-21 23:47:00+00:00,2023-06-22 00:47:00+01:00,2023-06-21,2023-06-22,development,development,development,True,True,2023-06-22 01:35:00+00:00,False
FREP-320362-G,2023-06-02T00:51:00+01:00,2023-06-02T00:51:00+01:00,2023-06-01 23:51:00+00:00,2023-06-01 23:51:00+00:00,2023-06-02 00:51:00+01:00,2023-06-01,2023-06-02,development,development,development,True,True,2023-06-02 04:15:00+00:00,False
FREP-320382-J,2023-06-23T00:47:00+01:00,2023-06-23T00:47:00+01:00,2023-06-22 23:47:00+00:00,2023-06-22 23:47:00+00:00,2023-06-23 00:47:00+01:00,2023-06-22,2023-06-23,development,development,development,True,True,2023-06-23 02:57:00+00:00,False
FREP-320395-J,2023-06-23T00:23:00+01:00,2023-06-23T00:23:00+01:00,2023-06-22 23:23:00+00:00,2023-06-22 23:23:00+00:00,2023-06-23 00:23:00+01:00,2023-06-22,2023-06-23,development,development,development,True,True,2023-06-23 02:35:00+00:00,False
FREP-320397-J,2023-06-23T00:26:00+01:00,2023-06-23T00:26:00+01:00,2023-06-22 23:26:00+00:00,2023-06-22 23:26:00+00:00,2023-06-23 00:26:00+01:00,2023-06-22,2023-06-23,development,development,development,True,True,2023-06-23 00:50:00+00:00,False
FREP-320398-J,2023-06-23T00:59:00+01:00,2023-06-23T00:59:00+01:00,2023-06-22 23:59:00+00:00,2023-06-22 23:59:00+00:00,2023-06-23 00:59:00+01:00,2023-06-22,2023-06-23,development,development,development,True,True,2023-06-23 02:45:00+00:00,False
FREP-320412-Z,2022-08-07T00:50:00+01:00,2022-08-07T00:50:00+01:00,2022-08-06 23:50:00+00:00,2022-08-06 23:50:00+00:00,2022-08-07 00:50:00+01:00,2022-08-06,2022-08-07,development,development,development,True,True,2022-08-07 09:50:00+00:00,False
FREP-320450-G,2023-06-03T00:33:00+01:00,2023-06-03T00:33:00+01:00,2023-06-02 23:33:00+00:00,2023-06-02 23:33:00+00:00,2023-06-03 00:33:00+01:00,2023-06-02,2023-06-03,development,development,development,True,True,2023-06-03 12:25:00+00:00,False
FREP-320451-G,2023-06-03T00:58:00+01:00,2023-06-03T00:58:00+01:00,2023-06-02 23:58:00+00:00,2023-06-02 23:58:00+00:00,2023-06-03 00:58:00+01:00,2023-06-02,2023-06-03,development,development,development,True,True,2023-06-03 01:40:00+00:00,False
FREP-320501-J,2023-06-24T00:00:00+01:00,2023-06-24T00:00:00+01:00,2023-06-23 23:00:00+00:00,2023-06-23 23:00:00+00:00,2023-06-24 00:00:00+01:00,2023-06-23,2023-06-24,development,development,development,True,True,2023-06-28 14:37:00+00:00,False
FREP-320503-J,2023-06-24T00:34:00+01:00,2023-06-24T00:34:00+01:00,2023-06-23 23:34:00+00:00,2023-06-23 23:34:00+00:00,2023-06-24 00:34:00+01:00,2023-06-23,2023-06-24,development,development,development,True,True,2023-06-24 01:30:00+00:00,False
FREP-320507-Z,2022-08-08T00:25:00+01:00,2022-08-08T00:25:00+01:00,2022-08-07 23:25:00+00:00,2022-08-07 23:25:00+00:00,2022-08-08 00:25:00+01:00,2022-08-07,2022-08-08,development,development,development,True,True,2022-08-08 18:45:00+00:00,False
FREP-320515-G,2023-06-04T00:29:00+01:00,2023-06-04T00:29:00+01:00,2023-06-03 23:29:00+00:00,2023-06-03 23:29:00+00:00,2023-06-04 00:29:00+01:00,2023-06-03,2023-06-04,development,development,development,True,True,2023-06-04 00:53:00+00:00,False
FREP-320612-G,2023-06-06T00:30:00+01:00,2023-06-06T00:30:00+01:00,2023-06-05 23:30:00+00:00,2023-06-05 23:30:00+00:00,2023-06-06 00:30:00+01:00,2023-06-05,2023-06-06,development,development,development,True,True,2023-06-06 01:30:00+00:00,False
FREP-320733-J,2023-06-27T00:51:00+01:00,2023-06-27T00:51:00+01:00,2023-06-26 23:51:00+00:00,2023-06-26 23:51:00+00:00,2023-06-27 00:51:00+01:00,2023-06-26,2023-06-27,development,development,development,True,True,2023-06-30 02:32:00+00:00,False
FREP-320916-Z,2022-08-10T02:44:00+01:00,2022-08-10T00:34:00+01:00,2022-08-10 01:44:00+00:00,2022-08-09 23:34:00+00:00,2022-08-10 00:34:00+01:00,2022-08-09,2022-08-10,development,development,development,True,True,2022-08-10 13:54:00+00:00,False
FREP-320917-Z,2022-08-10T00:38:00+01:00,2022-08-10T00:38:00+01:00,2022-08-09 23:38:00+00:00,2022-08-09 23:38:00+00:00,2022-08-10 00:38:00+01:00,2022-08-09,2022-08-10,development,development,development,True,True,2022-08-10 04:20:00+00:00,False
FREP-320919-Z,2022-08-10T00:46:00+01:00,2022-08-10T00:46:00+01:00,2022-08-09 23:46:00+00:00,2022-08-09 23:46:00+00:00,2022-08-10 00:46:00+01:00,2022-08-09,2022-08-10,development,development,development,True,True,2022-08-10 01:33:00+00:00,False
FREP-320979-G,2023-06-09T00:17:00+01:00,2023-06-09T00:17:00+01:00,2023-06-08 23:17:00+00:00,2023-06-08 23:17:00+00:00,2023-06-09 00:17:00+01:00,2023-06-08,2023-06-09,development,development,development,True,True,2023-06-08 23:21:00+00:00,False
FREP-320981-G,2023-06-09T00:17:00+01:00,2023-06-09T00:17:00+01:00,2023-06-08 23:17:00+00:00,2023-06-08 23:17:00+00:00,2023-06-09 00:17:00+01:00,2023-06-08,2023-06-09,development,development,development,True,True,2023-06-09 00:52:00+00:00,False
FREP-321033-J,2023-06-30T06:15:00+01:00,2023-06-30T00:37:00+01:00,2023-06-30 05:15:00+00:00,2023-06-29 23:37:00+00:00,2023-06-30 00:37:00+01:00,2023-06-29,2023-06-30,development,development,development,True,True,2023-06-30 09:41:00+00:00,False
FREP-321034-J,2023-06-30T00:44:00+01:00,2023-06-30T00:44:00+01:00,2023-06-29 23:44:00+00:00,2023-06-29 23:44:00+00:00,2023-06-30 00:44:00+01:00,2023-06-29,2023-06-30,development,development,development,True,True,2023-07-01 08:40:00+00:00,False
FREP-321108-G,2023-06-10T00:08:00+01:00,2023-06-10T00:08:00+01:00,2023-06-09 23:08:00+00:00,2023-06-09 23:08:00+00:00,2023-06-10 00:08:00+01:00,2023-06-09,2023-06-10,development,development,development,True,True,2023-06-10 00:45:00+00:00,False
FREP-321110-G,2023-06-10T00:21:00+01:00,2023-06-10T00:21:00+01:00,2023-06-09 23:21:00+00:00,2023-06-09 23:21:00+00:00,2023-06-10 00:21:00+01:00,2023-06-09,2023-06-10,development,development,development,True,True,2023-06-10 01:49:00+00:00,False
FREP-321159-Z,2022-08-11T00:05:00+01:00,2022-08-11T00:05:00+01:00,2022-08-10 23:05:00+00:00,2022-08-10 23:05:00+00:00,2022-08-11 00:05:00+01:00,2022-08-10,2022-08-11,development,development,development,True,True,2022-08-11 01:30:00+00:00,False
FREP-321164-Z,2022-08-11T00:14:00+01:00,2022-08-11T00:14:00+01:00,2022-08-10 23:14:00+00:00,2022-08-10 23:14:00+00:00,2022-08-11 00:14:00+01:00,2022-08-10,2022-08-11,development,development,development,True,True,2022-08-11 12:15:00+00:00,False
FREP-321294-J,2023-07-05T00:30:00+01:00,2023-07-05T00:30:00+01:00,2023-07-04 23:30:00+00:00,2023-07-04 23:30:00+00:00,2023-07-05 00:30:00+01:00,2023-07-04,2023-07-05,development,development,development,True,True,2023-07-05 04:30:00+00:00,False
FREP-321316-J,2023-07-04T00:38:00+01:00,2023-07-04T00:38:00+01:00,2023-07-03 23:38:00+00:00,2023-07-03 23:38:00+00:00,2023-07-04 00:38:00+01:00,2023-07-03,2023-07-04,development,development,development,True,True,2023-07-04 13:45:00+00:00,False
FREP-321398-Z,2022-08-12T00:00:00+01:00,2022-08-12T00:00:00+01:00,2022-08-11 23:00:00+00:00,2022-08-11 23:00:00+00:00,2022-08-12 00:00:00+01:00,2022-08-11,2022-08-12,development,development,development,True,True,2022-08-12 01:55:00+00:00,False
FREP-321446-J,2023-07-05T00:19:00+01:00,2023-07-05T00:19:00+01:00,2023-07-04 23:19:00+00:00,2023-07-04 23:19:00+00:00,2023-07-05 00:19:00+01:00,2023-07-04,2023-07-05,development,development,development,True,True,2023-07-05 01:20:00+00:00,False
FREP-321544-Z,2022-08-13T00:21:00+01:00,2022-08-13T00:21:00+01:00,2022-08-12 23:21:00+00:00,2022-08-12 23:21:00+00:00,2022-08-13 00:21:00+01:00,2022-08-12,2022-08-13,development,development,development,True,True,2022-08-13 00:20:00+00:00,False
FREP-321572-J,2023-07-06T00:54:00+01:00,2023-07-06T00:54:00+01:00,2023-07-05 23:54:00+00:00,2023-07-05 23:54:00+00:00,2023-07-06 00:54:00+01:00,2023-07-05,2023-07-06,development,development,development,True,True,2023-07-06 06:42:00+00:00,False
FREP-321699-Z,2022-08-14T00:49:00+01:00,2022-08-14T00:49:00+01:00,2022-08-13 23:49:00+00:00,2022-08-13 23:49:00+00:00,2022-08-14 00:49:00+01:00,2022-08-13,2022-08-14,development,development,development,True,True,2022-08-14 01:10:00+00:00,False
FREP-321823-G,2023-06-15T00:40:00+01:00,2023-06-15T00:40:00+01:00,2023-06-14 23:40:00+00:00,2023-06-14 23:40:00+00:00,2023-06-15 00:40:00+01:00,2023-06-14,2023-06-15,development,development,development,True,True,2023-06-15 00:21:00+00:00,False
FREP-321825-G,2023-06-15T00:57:00+01:00,2023-06-15T00:57:00+01:00,2023-06-14 23:57:00+00:00,2023-06-14 23:57:00+00:00,2023-06-15 00:57:00+01:00,2023-06-14,2023-06-15,development,development,development,True,True,2023-06-15 03:14:00+00:00,False
FREP-321929-J,2023-07-11T02:50:00+01:00,2023-07-11T00:02:00+01:00,2023-07-11 01:50:00+00:00,2023-07-10 23:02:00+00:00,2023-07-11 00:02:00+01:00,2023-07-10,2023-07-11,development,development,development,True,True,2023-07-11 10:30:00+00:00,False
FREP-322069-Z,2022-08-16T00:01:00+01:00,2022-08-16T00:01:00+01:00,2022-08-15 23:01:00+00:00,2022-08-15 23:01:00+00:00,2022-08-16 00:01:00+01:00,2022-08-15,2022-08-16,development,development,development,True,True,2022-08-16 00:24:00+00:00,False
FREP-322074-Z,2022-08-16T00:36:00+01:00,2022-08-16T00:36:00+01:00,2022-08-15 23:36:00+00:00,2022-08-15 23:36:00+00:00,2022-08-16 00:36:00+01:00,2022-08-15,2022-08-16,development,development,development,True,True,2022-08-16 07:58:00+00:00,False
FREP-322105-G,2023-06-17T00:30:00+01:00,2023-06-17T00:30:00+01:00,2023-06-16 23:30:00+00:00,2023-06-16 23:30:00+00:00,2023-06-17 00:30:00+01:00,2023-06-16,2023-06-17,development,development,development,True,True,2023-06-17 01:13:00+00:00,False
FREP-322106-G,2023-06-17T00:49:00+01:00,2023-06-17T00:49:00+01:00,2023-06-16 23:49:00+00:00,2023-06-16 23:49:00+00:00,2023-06-17 00:49:00+01:00,2023-06-16,2023-06-17,development,development,development,True,True,2023-06-17 01:25:00+00:00,False
FREP-322173-G,2023-06-18T00:45:00+01:00,2023-06-18T00:45:00+01:00,2023-06-17 23:45:00+00:00,2023-06-17 23:45:00+00:00,2023-06-18 00:45:00+01:00,2023-06-17,2023-06-18,development,development,development,True,True,2023-06-18 02:40:00+00:00,False
FREP-322256-Z,2022-08-17T12:22:00+01:00,2022-08-17T00:06:00+01:00,2022-08-17 11:22:00+00:00,2022-08-16 23:06:00+00:00,2022-08-17 00:06:00+01:00,2022-08-16,2022-08-17,development,development,development,True,True,2022-08-17 19:30:00+00:00,False
FREP-322257-Z,2022-08-17T00:40:00+01:00,2022-08-17T00:40:00+01:00,2022-08-16 23:40:00+00:00,2022-08-16 23:40:00+00:00,2022-08-17 00:40:00+01:00,2022-08-16,2022-08-17,development,development,development,True,True,2022-08-17 03:22:00+00:00,False
FREP-322258-Z,2022-08-17T00:48:00+01:00,2022-08-17T00:48:00+01:00,2022-08-16 23:48:00+00:00,2022-08-16 23:48:00+00:00,2022-08-17 00:48:00+01:00,2022-08-16,2022-08-17,development,development,development,True,True,2022-08-17 01:25:00+00:00,False
FREP-322300-J,2023-07-15T00:50:00+01:00,2023-07-15T00:50:00+01:00,2023-07-14 23:50:00+00:00,2023-07-14 23:50:00+00:00,2023-07-15 00:50:00+01:00,2023-07-14,2023-07-15,development,development,development,True,True,2023-07-15 03:10:00+00:00,False
FREP-322305-G,2023-06-19T00:50:00+01:00,2023-06-19T00:50:00+01:00,2023-06-18 23:50:00+00:00,2023-06-18 23:50:00+00:00,2023-06-19 00:50:00+01:00,2023-06-18,2023-06-19,development,development,development,True,True,2023-06-19 00:56:00+00:00,False
FREP-322306-G,2023-06-19T00:50:00+01:00,2023-06-19T00:50:00+01:00,2023-06-18 23:50:00+00:00,2023-06-18 23:50:00+00:00,2023-06-19 00:50:00+01:00,2023-06-18,2023-06-19,development,development,development,True,True,2023-06-19 17:20:00+00:00,False
FREP-322347-J,2023-07-16T00:02:00+01:00,2023-07-16T00:02:00+01:00,2023-07-15 23:02:00+00:00,2023-07-15 23:02:00+00:00,2023-07-16 00:02:00+01:00,2023-07-15,2023-07-16,development,development,development,True,True,2023-07-21 13:36:00+00:00,False
FREP-322397-J,2023-07-17T00:24:00+01:00,2023-07-17T00:24:00+01:00,2023-07-16 23:24:00+00:00,2023-07-16 23:24:00+00:00,2023-07-17 00:24:00+01:00,2023-07-16,2023-07-17,development,development,development,True,True,2023-07-17 00:45:00+00:00,False
FREP-322401-J,2023-07-17T00:38:00+01:00,2023-07-17T00:38:00+01:00,2023-07-16 23:38:00+00:00,2023-07-16 23:38:00+00:00,2023-07-17 00:38:00+01:00,2023-07-16,2023-07-17,development,development,development,True,True,2023-07-18 07:28:00+00:00,False
FREP-322480-G,2023-06-22T00:45:00+01:00,2023-06-22T00:45:00+01:00,2023-06-21 23:45:00+00:00,2023-06-21 23:45:00+00:00,2023-06-22 00:45:00+01:00,2023-06-21,2023-06-22,development,development,development,True,True,2023-06-22 05:49:00+00:00,False
FREP-322483-G,2023-06-22T00:56:00+01:00,2023-06-22T00:56:00+01:00,2023-06-21 23:56:00+00:00,2023-06-21 23:56:00+00:00,2023-06-22 00:56:00+01:00,2023-06-21,2023-06-22,development,development,development,True,True,2023-06-22 18:55:00+00:00,False
FREP-322593-Z,2022-08-18T00:19:00+01:00,2022-08-18T00:19:00+01:00,2022-08-17 23:19:00+00:00,2022-08-17 23:19:00+00:00,2022-08-18 00:19:00+01:00,2022-08-17,2022-08-18,development,development,development,True,True,2022-08-18 21:55:00+00:00,False
FREP-322640-G,2023-06-23T00:00:00+01:00,2023-06-23T00:00:00+01:00,2023-06-22 23:00:00+00:00,2023-06-22 23:00:00+00:00,2023-06-23 00:00:00+01:00,2023-06-22,2023-06-23,development,development,development,True,True,2023-06-22 23:30:00+00:00,False
FREP-322642-G,2023-06-23T00:55:00+01:00,2023-06-23T00:55:00+01:00,2023-06-22 23:55:00+00:00,2023-06-22 23:55:00+00:00,2023-06-23 00:55:00+01:00,2023-06-22,2023-06-23,development,development,development,True,True,2023-06-23 01:16:00+00:00,False
FREP-322683-J,2023-07-20T00:45:00+01:00,2023-07-20T00:45:00+01:00,2023-07-19 23:45:00+00:00,2023-07-19 23:45:00+00:00,2023-07-20 00:45:00+01:00,2023-07-19,2023-07-20,development,development,development,True,True,2023-07-20 01:30:00+00:00,False
FREP-322841-J,2023-07-22T00:05:00+01:00,2023-07-22T00:05:00+01:00,2023-07-21 23:05:00+00:00,2023-07-21 23:05:00+00:00,2023-07-22 00:05:00+01:00,2023-07-21,2023-07-22,development,development,development,True,True,2023-07-22 01:20:00+00:00,False
FREP-322864-Z,2022-08-19T01:05:00+01:00,2022-08-19T00:14:00+01:00,2022-08-19 00:05:00+00:00,2022-08-18 23:14:00+00:00,2022-08-19 00:14:00+01:00,2022-08-18,2022-08-19,development,development,development,True,True,2022-08-19 09:58:00+00:00,False
